bus_name,voltage_pu,violation
bus_fuse-xfmr-000031,0.9268,under
bus_xfmr-000031,0.9268,under
bus_fuse-xfmr-000032,0.8715,under
bus_xfmr-000032,0.8713,under
bus_fuse-xfmr-000033,0.6968,under
bus_xfmr-000033,0.6962,under
bus_fuse-xfmr-000034,0.6967,under
bus_xfmr-000034,0.696,under
bus_fuse-xfmr-000035,0.6969,under
bus_xfmr-000035,0.6968,under
bus_fuse-xfmr-000036,0.9269,under
bus_xfmr-000036,0.9274,under
bus_fuse-xfmr-000037,0.6968,under
bus_xfmr-000037,0.6962,under
bus_fuse-xfmr-000038,0.9268,under
bus_xfmr-000038,0.9268,under
bus_fuse-xfmr-000039,0.8715,under
bus_xfmr-000039,0.8712,under
bus_fuse-xfmr-000040,0.6968,under
bus_xfmr-000040,0.6966,under
bus_fuse-xfmr-000041,0.6969,under
bus_xfmr-000041,0.6968,under
bus_fuse-xfmr-000042,0.6968,under
bus_xfmr-000042,0.6967,under
bus_fuse-xfmr-000043,0.8715,under
bus_xfmr-000043,0.8715,under
bus_fuse-xfmr-000044,0.6968,under
bus_xfmr-000044,0.6967,under
bus_fuse-xfmr-000045,0.8715,under
bus_xfmr-000045,0.8716,under
bus_jct-fdr-0001-002,0.9149,under
bus_fuse-xfmr-000046,0.9149,under
bus_xfmr-000046,0.9149,under
bus_fuse-xfmr-000047,0.9149,under
bus_xfmr-000047,0.9149,under
bus_fuse-xfmr-000048,0.6566,under
bus_xfmr-000048,0.6566,under
bus_fuse-xfmr-000049,0.6566,under
bus_xfmr-000049,0.6566,under
bus_fuse-xfmr-000050,0.9149,under
bus_xfmr-000050,0.9149,under
bus_fuse-xfmr-000051,0.8514,under
bus_xfmr-000051,0.8514,under
bus_fuse-xfmr-000052,0.8514,under
bus_xfmr-000052,0.8514,under
bus_fuse-xfmr-000053,0.8514,under
bus_xfmr-000053,0.8515,under
bus_fuse-xfmr-000054,0.8514,under
bus_xfmr-000054,0.8514,under
bus_fuse-xfmr-000055,0.8514,under
bus_xfmr-000055,0.8513,under
bus_fuse-xfmr-000056,0.9149,under
bus_xfmr-000056,0.9149,under
bus_fuse-xfmr-000057,0.8514,under
bus_xfmr-000057,0.8515,under
bus_fuse-xfmr-000058,0.8514,under
bus_xfmr-000058,0.8514,under
bus_fuse-xfmr-000059,0.6566,under
bus_xfmr-000059,0.6566,under
bus_fuse-xfmr-000060,0.6567,under
bus_xfmr-000060,0.6569,under
bus_fuse-xfmr-000061,0.6566,under
bus_xfmr-000061,0.6565,under
bus_fuse-xfmr-000062,0.9149,under
bus_xfmr-000062,0.915,under
bus_fuse-xfmr-000063,0.9149,under
bus_xfmr-000063,0.9149,under
bus_fuse-xfmr-000064,0.8514,under
bus_xfmr-000064,0.8513,under
bus_fuse-xfmr-000065,0.6567,under
bus_xfmr-000065,0.6567,under
bus_fuse-xfmr-000066,0.6566,under
bus_xfmr-000066,0.6561,under
bus_fuse-xfmr-000067,0.6566,under
bus_xfmr-000067,0.6564,under
bus_fuse-xfmr-000068,0.8514,under
bus_xfmr-000068,0.8513,under
bus_fuse-xfmr-000069,0.6567,under
bus_xfmr-000069,0.6567,under
bus_fuse-xfmr-000070,0.6566,under
bus_xfmr-000070,0.6566,under
bus_fuse-xfmr-000071,0.9149,under
bus_xfmr-000071,0.9149,under
bus_fuse-xfmr-000072,0.6566,under
bus_xfmr-000072,0.6566,under
bus_fuse-xfmr-000073,0.8514,under
bus_xfmr-000073,0.8514,under
bus_fuse-xfmr-000074,0.8514,under
bus_xfmr-000074,0.8512,under
bus_fuse-xfmr-000075,0.9149,under
bus_xfmr-000075,0.915,under
bus_fuse-xfmr-000076,0.8514,under
bus_xfmr-000076,0.8511,under
bus_fuse-xfmr-000077,0.6564,under
bus_xfmr-000077,0.6553,under
bus_fuse-xfmr-000078,0.6567,under
bus_xfmr-000078,0.657,under
bus_fuse-xfmr-000079,0.6598,under
bus_xfmr-000079,0.6781,under
bus_fuse-xfmr-000080,0.8514,under
bus_xfmr-000080,0.851,under
bus_fuse-xfmr-000081,0.6561,under
bus_xfmr-000081,0.6527,under
bus_fuse-xfmr-000082,0.6565,under
bus_xfmr-000082,0.6555,under
bus_fuse-xfmr-000083,0.8529,under
bus_xfmr-000083,0.8616,under
bus_fuse-xfmr-000084,0.9149,under
bus_xfmr-000084,0.9148,under
bus_fuse-xfmr-000085,0.6567,under
bus_xfmr-000085,0.6567,under
bus_fuse-xfmr-000086,0.8514,under
bus_xfmr-000086,0.851,under
bus_fuse-xfmr-000087,0.8514,under
bus_xfmr-000087,0.8511,under
bus_fuse-xfmr-000088,0.6566,under
bus_xfmr-000088,0.6566,under
bus_fuse-xfmr-000089,0.8514,under
bus_xfmr-000089,0.8513,under
bus_fuse-xfmr-000090,0.9149,under
bus_xfmr-000090,0.9146,under
bus_jct-fdr-0001-003,0.9054,under
bus_fuse-xfmr-000091,0.8353,under
bus_xfmr-000091,0.8353,under
bus_fuse-xfmr-000092,0.9054,under
bus_xfmr-000092,0.9054,under
bus_fuse-xfmr-000093,0.8353,under
bus_xfmr-000093,0.8353,under
bus_fuse-xfmr-000094,0.6241,under
bus_xfmr-000094,0.624,under
bus_fuse-xfmr-000095,0.8353,under
bus_xfmr-000095,0.8353,under
bus_fuse-xfmr-000096,0.6241,under
bus_xfmr-000096,0.6246,under
bus_fuse-xfmr-000097,0.9054,under
bus_xfmr-000097,0.9054,under
bus_fuse-xfmr-000098,0.624,under
bus_xfmr-000098,0.6239,under
bus_fuse-xfmr-000099,0.9054,under
bus_xfmr-000099,0.9054,under
bus_fuse-xfmr-000100,0.624,under
bus_xfmr-000100,0.624,under
bus_fuse-xfmr-000101,0.624,under
bus_xfmr-000101,0.6239,under
bus_fuse-xfmr-000102,0.6241,under
bus_xfmr-000102,0.6243,under
bus_fuse-xfmr-000103,0.8353,under
bus_xfmr-000103,0.8353,under
bus_fuse-xfmr-000104,0.9053,under
bus_xfmr-000104,0.9053,under
bus_fuse-xfmr-000105,0.6241,under
bus_xfmr-000105,0.624,under
bus_fuse-xfmr-000106,0.6241,under
bus_xfmr-000106,0.6241,under
bus_fuse-xfmr-000107,0.8353,under
bus_xfmr-000107,0.8352,under
bus_fuse-xfmr-000108,0.9054,under
bus_xfmr-000108,0.9054,under
bus_fuse-xfmr-000109,0.9053,under
bus_xfmr-000109,0.9052,under
bus_fuse-xfmr-000110,0.6241,under
bus_xfmr-000110,0.6241,under
bus_fuse-xfmr-000111,0.8353,under
bus_xfmr-000111,0.8354,under
bus_fuse-xfmr-000112,0.6239,under
bus_xfmr-000112,0.6231,under
bus_fuse-xfmr-000113,0.8353,under
bus_xfmr-000113,0.8352,under
bus_fuse-xfmr-000114,0.624,under
bus_xfmr-000114,0.6239,under
bus_fuse-xfmr-000115,0.6242,under
bus_xfmr-000115,0.6249,under
bus_fuse-xfmr-000116,0.8353,under
bus_xfmr-000116,0.8354,under
bus_fuse-xfmr-000117,0.624,under
bus_xfmr-000117,0.6238,under
bus_fuse-xfmr-000118,0.8353,under
bus_xfmr-000118,0.8353,under
bus_fuse-xfmr-000119,0.8353,under
bus_xfmr-000119,0.8354,under
bus_fuse-xfmr-000120,0.9053,under
bus_xfmr-000120,0.9053,under
bus_fuse-xfmr-000121,0.6241,under
bus_xfmr-000121,0.624,under
bus_fuse-xfmr-000122,0.6239,under
bus_xfmr-000122,0.623,under
bus_fuse-xfmr-000123,0.624,under
bus_xfmr-000123,0.6236,under
bus_fuse-xfmr-000124,0.8353,under
bus_xfmr-000124,0.8353,under
bus_fuse-xfmr-000125,0.8353,under
bus_xfmr-000125,0.8352,under
bus_fuse-xfmr-000126,0.624,under
bus_xfmr-000126,0.6234,under
bus_fuse-xfmr-000127,0.8353,under
bus_xfmr-000127,0.8353,under
bus_fuse-xfmr-000128,0.8353,under
bus_xfmr-000128,0.8353,under
bus_fuse-xfmr-000129,0.6241,under
bus_xfmr-000129,0.6241,under
bus_fuse-xfmr-000130,0.8352,under
bus_xfmr-000130,0.8346,under
bus_fuse-xfmr-000131,0.624,under
bus_xfmr-000131,0.6238,under
bus_fuse-xfmr-000132,0.8352,under
bus_xfmr-000132,0.835,under
bus_fuse-xfmr-000133,0.624,under
bus_xfmr-000133,0.6234,under
bus_fuse-xfmr-000134,0.8353,under
bus_xfmr-000134,0.8352,under
bus_fuse-xfmr-000135,0.8353,under
bus_xfmr-000135,0.8355,under
bus_jct-fdr-0001-004,0.897,under
bus_fuse-xfmr-000136,0.897,under
bus_xfmr-000136,0.897,under
bus_fuse-xfmr-000137,0.8213,under
bus_xfmr-000137,0.8213,under
bus_fuse-xfmr-000138,0.8213,under
bus_xfmr-000138,0.8213,under
bus_fuse-xfmr-000139,0.5957,under
bus_xfmr-000139,0.5956,under
bus_fuse-xfmr-000140,0.5957,under
bus_xfmr-000140,0.5958,under
bus_fuse-xfmr-000141,0.8213,under
bus_xfmr-000141,0.8212,under
bus_fuse-xfmr-000142,0.897,under
bus_xfmr-000142,0.8971,under
bus_fuse-xfmr-000143,0.8213,under
bus_xfmr-000143,0.8213,under
bus_fuse-xfmr-000144,0.8213,under
bus_xfmr-000144,0.8214,under
bus_fuse-xfmr-000145,0.897,under
bus_xfmr-000145,0.897,under
bus_fuse-xfmr-000146,0.8213,under
bus_xfmr-000146,0.8213,under
bus_fuse-xfmr-000147,0.8213,under
bus_xfmr-000147,0.8213,under
bus_fuse-xfmr-000148,0.8213,under
bus_xfmr-000148,0.8216,under
bus_fuse-xfmr-000149,0.5957,under
bus_xfmr-000149,0.5957,under
bus_fuse-xfmr-000150,0.5957,under
bus_xfmr-000150,0.5957,under
bus_fuse-xfmr-000151,0.8213,under
bus_xfmr-000151,0.8212,under
bus_fuse-xfmr-000152,0.5956,under
bus_xfmr-000152,0.5953,under
bus_fuse-xfmr-000153,0.5956,under
bus_xfmr-000153,0.5954,under
bus_fuse-xfmr-000154,0.8213,under
bus_xfmr-000154,0.8212,under
bus_fuse-xfmr-000155,0.8213,under
bus_xfmr-000155,0.8213,under
bus_fuse-xfmr-000156,0.5957,under
bus_xfmr-000156,0.5956,under
bus_fuse-xfmr-000157,0.897,under
bus_xfmr-000157,0.897,under
bus_fuse-xfmr-000158,0.8218,under
bus_xfmr-000158,0.8249,under
bus_fuse-xfmr-000159,0.897,under
bus_xfmr-000159,0.897,under
bus_fuse-xfmr-000160,0.5957,under
bus_xfmr-000160,0.596,under
bus_fuse-xfmr-000161,0.897,under
bus_xfmr-000161,0.897,under
bus_fuse-xfmr-000162,0.897,under
bus_xfmr-000162,0.897,under
bus_fuse-xfmr-000163,0.8212,under
bus_xfmr-000163,0.8211,under
bus_fuse-xfmr-000164,0.5956,under
bus_xfmr-000164,0.5949,under
bus_fuse-xfmr-000165,0.5957,under
bus_xfmr-000165,0.596,under
bus_fuse-xfmr-000166,0.8213,under
bus_xfmr-000166,0.8213,under
bus_fuse-xfmr-000167,0.5956,under
bus_xfmr-000167,0.5952,under
bus_fuse-xfmr-000168,0.8212,under
bus_xfmr-000168,0.8209,under
bus_fuse-xfmr-000169,0.897,under
bus_xfmr-000169,0.8971,under
bus_fuse-xfmr-000170,0.5957,under
bus_xfmr-000170,0.5957,under
bus_fuse-xfmr-000171,0.8213,under
bus_xfmr-000171,0.8215,under
bus_fuse-xfmr-000172,0.5958,under
bus_xfmr-000172,0.5961,under
bus_fuse-xfmr-000173,0.8212,under
bus_xfmr-000173,0.8207,under
bus_fuse-xfmr-000174,0.5955,under
bus_xfmr-000174,0.5946,under
bus_fuse-xfmr-000175,0.5956,under
bus_xfmr-000175,0.5953,under
bus_fuse-xfmr-000176,0.8212,under
bus_xfmr-000176,0.8205,under
bus_fuse-xfmr-000177,0.5957,under
bus_xfmr-000177,0.5955,under
bus_fuse-xfmr-000178,0.8213,under
bus_xfmr-000178,0.8212,under
bus_fuse-xfmr-000179,0.8212,under
bus_xfmr-000179,0.8208,under
bus_fuse-xfmr-000180,0.8212,under
bus_xfmr-000180,0.8206,under
bus_jct-fdr-0001-005,0.8904,under
bus_fuse-xfmr-000181,0.8904,under
bus_xfmr-000181,0.8904,under
bus_fuse-xfmr-000182,0.8104,under
bus_xfmr-000182,0.8104,under
bus_fuse-xfmr-000183,0.5737,under
bus_xfmr-000183,0.5737,under
bus_fuse-xfmr-000184,0.8104,under
bus_xfmr-000184,0.8104,under
bus_fuse-xfmr-000185,0.8104,under
bus_xfmr-000185,0.8104,under
bus_fuse-xfmr-000186,0.5737,under
bus_xfmr-000186,0.5737,under
bus_fuse-xfmr-000187,0.8104,under
bus_xfmr-000187,0.8104,under
bus_fuse-xfmr-000188,0.8904,under
bus_xfmr-000188,0.8905,under
bus_fuse-xfmr-000189,0.8904,under
bus_xfmr-000189,0.8904,under
bus_fuse-xfmr-000190,0.8104,under
bus_xfmr-000190,0.8104,under
bus_fuse-xfmr-000191,0.8904,under
bus_xfmr-000191,0.8904,under
bus_fuse-xfmr-000192,0.8104,under
bus_xfmr-000192,0.8104,under
bus_fuse-xfmr-000193,0.5737,under
bus_xfmr-000193,0.5737,under
bus_fuse-xfmr-000194,0.5737,under
bus_xfmr-000194,0.5738,under
bus_fuse-xfmr-000195,0.8104,under
bus_xfmr-000195,0.8103,under
bus_fuse-xfmr-000196,0.8104,under
bus_xfmr-000196,0.8106,under
bus_fuse-xfmr-000197,0.5737,under
bus_xfmr-000197,0.5736,under
bus_fuse-xfmr-000198,0.8104,under
bus_xfmr-000198,0.8103,under
bus_fuse-xfmr-000199,0.5738,under
bus_xfmr-000199,0.5741,under
bus_fuse-xfmr-000200,0.5737,under
bus_xfmr-000200,0.5737,under
bus_fuse-xfmr-000201,0.8104,under
bus_xfmr-000201,0.8103,under
bus_fuse-xfmr-000202,0.5737,under
bus_xfmr-000202,0.5739,under
bus_fuse-xfmr-000203,0.8104,under
bus_xfmr-000203,0.8103,under
bus_fuse-xfmr-000204,0.5738,under
bus_xfmr-000204,0.5741,under
bus_fuse-xfmr-000205,0.5737,under
bus_xfmr-000205,0.5737,under
bus_fuse-xfmr-000206,0.5737,under
bus_xfmr-000206,0.5737,under
bus_fuse-xfmr-000207,0.8104,under
bus_xfmr-000207,0.8103,under
bus_fuse-xfmr-000208,0.5738,under
bus_xfmr-000208,0.574,under
bus_fuse-xfmr-000209,0.5737,under
bus_xfmr-000209,0.5736,under
bus_fuse-xfmr-000210,0.8104,under
bus_xfmr-000210,0.8106,under
bus_fuse-xfmr-000211,0.8104,under
bus_xfmr-000211,0.8102,under
bus_fuse-xfmr-000212,0.5737,under
bus_xfmr-000212,0.5738,under
bus_fuse-xfmr-000213,0.5736,under
bus_xfmr-000213,0.573,under
bus_fuse-xfmr-000214,0.8904,under
bus_xfmr-000214,0.8904,under
bus_fuse-xfmr-000215,0.5737,under
bus_xfmr-000215,0.5737,under
bus_fuse-xfmr-000216,0.8104,under
bus_xfmr-000216,0.8103,under
bus_fuse-xfmr-000217,0.8104,under
bus_xfmr-000217,0.8103,under
bus_fuse-xfmr-000218,0.8904,under
bus_xfmr-000218,0.8904,under
bus_fuse-xfmr-000219,0.8103,under
bus_xfmr-000219,0.8099,under
bus_fuse-xfmr-000220,0.5737,under
bus_xfmr-000220,0.5737,under
bus_fuse-xfmr-000221,0.8102,under
bus_xfmr-000221,0.8091,under
bus_fuse-xfmr-000222,0.8104,under
bus_xfmr-000222,0.8101,under
bus_fuse-xfmr-000223,0.8904,under
bus_xfmr-000223,0.8903,under
bus_fuse-xfmr-000224,0.5736,under
bus_xfmr-000224,0.5732,under
bus_fuse-xfmr-000225,0.8904,under
bus_xfmr-000225,0.8904,under
bus_jct-fdr-0001-006,0.8845,under
bus_fuse-xfmr-000226,0.5548,under
bus_xfmr-000226,0.5548,under
bus_fuse-xfmr-000227,0.5548,under
bus_xfmr-000227,0.5548,under
bus_fuse-xfmr-000228,0.5548,under
bus_xfmr-000228,0.5548,under
bus_fuse-xfmr-000229,0.5548,under
bus_xfmr-000229,0.5547,under
bus_fuse-xfmr-000230,0.8008,under
bus_xfmr-000230,0.8001,under
bus_fuse-xfmr-000231,0.5548,under
bus_xfmr-000231,0.5548,under
bus_fuse-xfmr-000232,0.5548,under
bus_xfmr-000232,0.5548,under
bus_fuse-xfmr-000233,0.5548,under
bus_xfmr-000233,0.5548,under
bus_fuse-xfmr-000234,0.5548,under
bus_xfmr-000234,0.5547,under
bus_fuse-xfmr-000235,0.5548,under
bus_xfmr-000235,0.5548,under
bus_fuse-xfmr-000236,0.8844,under
bus_xfmr-000236,0.8842,under
bus_fuse-xfmr-000237,0.8009,under
bus_xfmr-000237,0.8009,under
bus_fuse-xfmr-000238,0.8009,under
bus_xfmr-000238,0.8009,under
bus_fuse-xfmr-000239,0.8009,under
bus_xfmr-000239,0.8008,under
bus_fuse-xfmr-000240,0.5547,under
bus_xfmr-000240,0.5543,under
bus_fuse-xfmr-000241,0.5547,under
bus_xfmr-000241,0.5543,under
bus_fuse-xfmr-000242,0.8009,under
bus_xfmr-000242,0.8009,under
bus_fuse-xfmr-000243,0.8844,under
bus_xfmr-000243,0.8843,under
bus_fuse-xfmr-000244,0.5548,under
bus_xfmr-000244,0.5548,under
bus_fuse-xfmr-000245,0.8009,under
bus_xfmr-000245,0.8008,under
bus_fuse-xfmr-000246,0.5548,under
bus_xfmr-000246,0.5548,under
bus_fuse-xfmr-000247,0.8011,under
bus_xfmr-000247,0.8025,under
bus_fuse-xfmr-000248,0.8845,under
bus_xfmr-000248,0.8844,under
bus_fuse-xfmr-000249,0.5547,under
bus_xfmr-000249,0.5543,under
bus_fuse-xfmr-000250,0.5548,under
bus_xfmr-000250,0.5547,under
bus_fuse-xfmr-000251,0.8009,under
bus_xfmr-000251,0.8008,under
bus_fuse-xfmr-000252,0.5548,under
bus_xfmr-000252,0.5545,under
bus_fuse-xfmr-000253,0.801,under
bus_xfmr-000253,0.8018,under
bus_fuse-xfmr-000254,0.8845,under
bus_xfmr-000254,0.8844,under
bus_fuse-xfmr-000255,0.8009,under
bus_xfmr-000255,0.8009,under
bus_fuse-xfmr-000256,0.5548,under
bus_xfmr-000256,0.5548,under
bus_fuse-xfmr-000257,0.5546,under
bus_xfmr-000257,0.5535,under
bus_fuse-xfmr-000258,0.5548,under
bus_xfmr-000258,0.5545,under
bus_fuse-xfmr-000259,0.5548,under
bus_xfmr-000259,0.5547,under
bus_fuse-xfmr-000260,0.8008,under
bus_xfmr-000260,0.8006,under
bus_fuse-xfmr-000261,0.5548,under
bus_xfmr-000261,0.5547,under
bus_fuse-xfmr-000262,0.8009,under
bus_xfmr-000262,0.8008,under
bus_fuse-xfmr-000263,0.8844,under
bus_xfmr-000263,0.8844,under
bus_fuse-xfmr-000264,0.8845,under
bus_xfmr-000264,0.8845,under
bus_fuse-xfmr-000265,0.8845,under
bus_xfmr-000265,0.8846,under
bus_fuse-xfmr-000266,0.8009,under
bus_xfmr-000266,0.8007,under
bus_fuse-xfmr-000267,0.8007,under
bus_xfmr-000267,0.7999,under
bus_fuse-xfmr-000268,0.8844,under
bus_xfmr-000268,0.8843,under
bus_fuse-xfmr-000269,0.5548,under
bus_xfmr-000269,0.5547,under
bus_fuse-xfmr-000270,0.8008,under
bus_xfmr-000270,0.8005,under
bus_jct-fdr-0001-007,0.8815,under
bus_fuse-xfmr-000271,0.7962,under
bus_xfmr-000271,0.7962,under
bus_fuse-xfmr-000272,0.7962,under
bus_xfmr-000272,0.7962,under
bus_fuse-xfmr-000273,0.7962,under
bus_xfmr-000273,0.7962,under
bus_fuse-xfmr-000274,0.8815,under
bus_xfmr-000274,0.8815,under
bus_fuse-xfmr-000275,0.5456,under
bus_xfmr-000275,0.5455,under
bus_fuse-xfmr-000276,0.7962,under
bus_xfmr-000276,0.7962,under
bus_fuse-xfmr-000277,0.7962,under
bus_xfmr-000277,0.7962,under
bus_fuse-xfmr-000278,0.7962,under
bus_xfmr-000278,0.7962,under
bus_fuse-xfmr-000279,0.7962,under
bus_xfmr-000279,0.7961,under
bus_fuse-xfmr-000280,0.7962,under
bus_xfmr-000280,0.7962,under
bus_fuse-xfmr-000281,0.5456,under
bus_xfmr-000281,0.5455,under
bus_fuse-xfmr-000282,0.7962,under
bus_xfmr-000282,0.7961,under
bus_fuse-xfmr-000283,0.5455,under
bus_xfmr-000283,0.5455,under
bus_fuse-xfmr-000284,0.5455,under
bus_xfmr-000284,0.5452,under
bus_fuse-xfmr-000285,0.8815,under
bus_xfmr-000285,0.8815,under
bus_fuse-xfmr-000286,0.8815,under
bus_xfmr-000286,0.8815,under
bus_fuse-xfmr-000287,0.7962,under
bus_xfmr-000287,0.7962,under
bus_fuse-xfmr-000288,0.5455,under
bus_xfmr-000288,0.5454,under
bus_fuse-xfmr-000289,0.7961,under
bus_xfmr-000289,0.796,under
bus_fuse-xfmr-000290,0.5456,under
bus_xfmr-000290,0.5459,under
bus_fuse-xfmr-000291,0.7962,under
bus_xfmr-000291,0.7962,under
bus_fuse-xfmr-000292,0.5456,under
bus_xfmr-000292,0.5457,under
bus_fuse-xfmr-000293,0.7962,under
bus_xfmr-000293,0.7964,under
bus_fuse-xfmr-000294,0.5455,under
bus_xfmr-000294,0.5455,under
bus_fuse-xfmr-000295,0.7961,under
bus_xfmr-000295,0.7961,under
bus_fuse-xfmr-000296,0.5455,under
bus_xfmr-000296,0.5453,under
bus_fuse-xfmr-000297,0.8815,under
bus_xfmr-000297,0.8814,under
bus_fuse-xfmr-000298,0.7961,under
bus_xfmr-000298,0.7961,under
bus_fuse-xfmr-000299,0.8815,under
bus_xfmr-000299,0.8812,under
bus_fuse-xfmr-000300,0.8815,under
bus_xfmr-000300,0.8815,under
bus_fuse-xfmr-000301,0.8815,under
bus_xfmr-000301,0.8815,under
bus_fuse-xfmr-000302,0.7962,under
bus_xfmr-000302,0.7961,under
bus_fuse-xfmr-000303,0.5456,under
bus_xfmr-000303,0.5455,under
bus_fuse-xfmr-000304,0.5456,under
bus_xfmr-000304,0.5457,under
bus_fuse-xfmr-000305,0.5455,under
bus_xfmr-000305,0.5454,under
bus_fuse-xfmr-000306,0.8815,under
bus_xfmr-000306,0.8816,under
bus_fuse-xfmr-000307,0.8815,under
bus_xfmr-000307,0.8814,under
bus_fuse-xfmr-000308,0.5456,under
bus_xfmr-000308,0.5455,under
bus_fuse-xfmr-000309,0.5456,under
bus_xfmr-000309,0.5456,under
bus_fuse-xfmr-000310,0.7962,under
bus_xfmr-000310,0.7963,under
bus_fuse-xfmr-000311,0.7961,under
bus_xfmr-000311,0.7959,under
bus_fuse-xfmr-000312,0.5456,under
bus_xfmr-000312,0.546,under
bus_fuse-xfmr-000313,0.5456,under
bus_xfmr-000313,0.5461,under
bus_fuse-xfmr-000314,0.7962,under
bus_xfmr-000314,0.7961,under
bus_fuse-xfmr-000315,0.5455,under
bus_xfmr-000315,0.5454,under
bus_jct-fdr-0001-008,0.8798,under
bus_fuse-xfmr-000316,0.7934,under
bus_xfmr-000316,0.7934,under
bus_fuse-xfmr-000317,0.8798,under
bus_xfmr-000317,0.8798,under
bus_fuse-xfmr-000318,0.5401,under
bus_xfmr-000318,0.5401,under
bus_fuse-xfmr-000319,0.7934,under
bus_xfmr-000319,0.7934,under
bus_fuse-xfmr-000320,0.5401,under
bus_xfmr-000320,0.5401,under
bus_fuse-xfmr-000321,0.5401,under
bus_xfmr-000321,0.5402,under
bus_fuse-xfmr-000322,0.5401,under
bus_xfmr-000322,0.5401,under
bus_fuse-xfmr-000323,0.5401,under
bus_xfmr-000323,0.5398,under
bus_fuse-xfmr-000324,0.7934,under
bus_xfmr-000324,0.7934,under
bus_fuse-xfmr-000325,0.8798,under
bus_xfmr-000325,0.8798,under
bus_fuse-xfmr-000326,0.7934,under
bus_xfmr-000326,0.7934,under
bus_fuse-xfmr-000327,0.5401,under
bus_xfmr-000327,0.54,under
bus_fuse-xfmr-000328,0.5401,under
bus_xfmr-000328,0.5399,under
bus_fuse-xfmr-000329,0.7934,under
bus_xfmr-000329,0.7934,under
bus_fuse-xfmr-000330,0.5402,under
bus_xfmr-000330,0.5402,under
bus_fuse-xfmr-000331,0.5405,under
bus_xfmr-000331,0.5425,under
bus_fuse-xfmr-000332,0.7934,under
bus_xfmr-000332,0.7933,under
bus_fuse-xfmr-000333,0.7934,under
bus_xfmr-000333,0.7934,under
bus_fuse-xfmr-000334,0.8798,under
bus_xfmr-000334,0.8798,under
bus_fuse-xfmr-000335,0.5402,under
bus_xfmr-000335,0.5404,under
bus_fuse-xfmr-000336,0.5401,under
bus_xfmr-000336,0.5399,under
bus_fuse-xfmr-000337,0.7934,under
bus_xfmr-000337,0.7935,under
bus_fuse-xfmr-000338,0.7934,under
bus_xfmr-000338,0.7933,under
bus_fuse-xfmr-000339,0.7934,under
bus_xfmr-000339,0.7934,under
bus_fuse-xfmr-000340,0.5401,under
bus_xfmr-000340,0.54,under
bus_fuse-xfmr-000341,0.5402,under
bus_xfmr-000341,0.5408,under
bus_fuse-xfmr-000342,0.7934,under
bus_xfmr-000342,0.7934,under
bus_fuse-xfmr-000343,0.7934,under
bus_xfmr-000343,0.7933,under
bus_fuse-xfmr-000344,0.7934,under
bus_xfmr-000344,0.7934,under
bus_fuse-xfmr-000345,0.5401,under
bus_xfmr-000345,0.5401,under
