timestamp,temperature,wind_speed,precipitation,humidity
2020-01-02 20:00:00,68.2,9.5,0.0,26.8
2020-01-02 21:00:00,60.7,8.0,0.0,32.5
2020-01-02 22:00:00,47.0,1.4,0.0,28.0
2020-01-02 23:00:00,48.6,5.5,0.0,35.6
2020-01-03 00:00:00,68.9,9.8,0.0,23.0
2020-01-03 01:00:00,70.3,12.6,0.0,30.7
2020-01-03 02:00:00,58.7,2.3,0.0,38.7
2020-01-03 03:00:00,69.1,10.5,0.0,28.6
2020-01-03 04:00:00,68.3,11.9,0.0,23.0
2020-01-03 05:00:00,60.5,8.0,0.0,28.4
2020-01-03 06:00:00,47.8,24.7,0.05,59.0
2020-01-03 07:00:00,68.7,5.7,0.0,40.3
2020-01-03 08:00:00,45.4,36.5,0.0,61.6
2020-01-03 09:00:00,44.1,3.6,0.0,43.5
2020-01-03 10:00:00,44.8,9.3,0.0,38.3
2020-01-03 11:00:00,66.9,7.3,0.0,22.7
2020-01-03 12:00:00,67.0,5.6,0.0,34.2
2020-01-03 13:00:00,53.2,7.5,0.0,25.5
2020-01-03 14:00:00,67.1,8.9,0.0,37.0
2020-01-03 15:00:00,66.6,7.8,0.0,23.4
2020-01-03 16:00:00,44.1,12.2,0.0,46.3
2020-01-03 17:00:00,67.6,5.1,0.0,31.3
2020-01-03 18:00:00,67.0,2.6,0.0,36.9
2020-01-03 19:00:00,45.7,23.0,0.0,65.8
2020-01-03 20:00:00,65.3,7.3,0.0,26.6
2020-01-03 21:00:00,66.1,2.9,0.0,25.2
2020-01-03 22:00:00,53.1,9.8,0.0,37.4
2020-01-03 23:00:00,45.1,9.5,0.0,32.9
2020-01-04 00:00:00,44.4,6.2,0.0,33.4
2020-01-04 01:00:00,65.8,9.0,0.0,38.0
2020-01-04 02:00:00,47.9,9.0,0.0,31.5
2020-01-04 03:00:00,44.8,9.3,0.0,38.3
2020-01-04 04:00:00,61.4,5.2,0.0,41.2
2020-01-04 05:00:00,57.5,9.3,0.0,33.9
2020-01-04 06:00:00,62.9,21.6,0.0,70.3
2020-01-04 07:00:00,67.6,12.0,0.0,30.0
2020-01-04 08:00:00,47.0,1.4,0.0,28.0
2020-01-04 09:00:00,45.6,3.3,0.0,31.5
2020-01-04 10:00:00,48.5,2.8,0.0,28.6
2020-01-04 11:00:00,68.2,11.3,0.0,21.8
2020-01-04 12:00:00,58.3,7.8,0.01,38.5
2020-01-04 13:00:00,64.4,1.5,0.0,34.9
2020-01-04 14:00:00,45.0,21.1,0.0,71.6
2020-01-04 15:00:00,44.6,4.8,0.0,31.1
2020-01-04 16:00:00,56.5,7.7,0.0,38.6
2020-01-04 17:00:00,44.9,20.0,0.0,76.8
2020-01-04 18:00:00,47.6,3.5,0.0,32.0
2020-01-04 19:00:00,68.3,10.2,0.0,22.8
2020-01-04 20:00:00,63.3,6.1,0.0,31.9
2020-01-04 21:00:00,71.3,9.0,0.0,26.1
2020-01-04 22:00:00,49.4,12.8,0.0,31.3
2020-01-04 23:00:00,70.7,2.2,0.0,33.4
2020-01-05 00:00:00,49.4,8.5,0.0,45.1
2020-01-05 01:00:00,65.3,7.3,0.0,26.6
2020-01-05 02:00:00,69.1,8.2,0.0,22.5
2020-01-05 03:00:00,69.6,7.5,0.0,36.2
2020-01-05 04:00:00,61.8,9.7,0.0,35.7
2020-01-05 05:00:00,49.7,12.3,0.0,31.6
2020-01-05 06:00:00,48.6,4.8,0.0,28.8
2020-01-05 07:00:00,68.0,9.1,0.0,37.3
2020-01-05 08:00:00,48.5,21.7,0.01,75.7
2020-01-05 09:00:00,44.4,10.7,0.0,28.3
2020-01-05 10:00:00,62.7,2.1,0.0,30.4
2020-01-05 11:00:00,71.5,1.7,0.0,22.1
2020-01-05 12:00:00,55.2,12.0,0.0,43.5
2020-01-05 13:00:00,68.3,10.2,0.0,22.8
2020-01-05 14:00:00,54.3,3.2,0.0,25.9
2020-01-05 15:00:00,64.5,5.1,0.0,39.8
2020-01-05 16:00:00,52.6,1.8,0.0,40.8
2020-01-05 17:00:00,44.6,6.9,0.0,36.4
2020-01-05 18:00:00,60.9,5.6,0.0,35.4
2020-01-05 19:00:00,46.7,10.8,0.0,46.9
2020-01-05 20:00:00,71.7,7.4,0.0,33.6
2020-01-05 21:00:00,65.9,7.2,0.0,28.8
2020-01-05 22:00:00,44.1,11.4,0.0,43.6
2020-01-05 23:00:00,64.4,9.9,0.0,24.3
2020-01-06 00:00:00,67.9,6.0,0.0,30.7
2020-01-06 01:00:00,46.4,1.9,0.0,43.7
2020-01-06 02:00:00,46.7,4.6,0.0,40.8
2020-01-06 03:00:00,47.9,9.0,0.0,31.5
2020-01-06 04:00:00,71.4,7.0,0.0,25.9
2020-01-06 05:00:00,67.9,6.0,0.0,30.7
2020-01-06 06:00:00,72.4,11.0,0.0,34.7
2020-01-06 07:00:00,52.6,1.8,0.0,40.8
2020-01-06 08:00:00,66.8,6.4,0.0,38.0
2020-01-06 09:00:00,69.0,2.2,0.0,34.4
2020-01-06 10:00:00,48.4,11.0,0.0,36.8
2020-01-06 11:00:00,45.9,10.6,0.0,45.7
2020-01-06 12:00:00,67.4,8.4,0.0,26.1
2020-01-06 13:00:00,47.5,6.9,0.0,31.1
2020-01-06 14:00:00,45.0,2.0,0.0,46.3
2020-01-06 15:00:00,69.1,10.5,0.0,28.6
2020-01-06 16:00:00,54.3,3.2,0.0,25.9
2020-01-06 17:00:00,64.0,10.9,0.0,39.8
2020-01-06 18:00:00,67.4,6.2,0.0,30.9
2020-01-06 19:00:00,66.3,4.0,0.0,38.1
2020-01-06 20:00:00,44.6,8.6,0.0,42.4
2020-01-06 21:00:00,52.6,6.0,0.0,40.1
2020-01-06 22:00:00,53.2,7.5,0.0,25.5
2020-01-06 23:00:00,47.8,24.6,0.07,74.0
2020-01-07 00:00:00,68.7,32.6,0.0,68.5
2020-01-07 01:00:00,55.2,29.0,0.0,67.0
2020-01-07 02:00:00,44.9,1.1,0.0,43.7
2020-01-07 03:00:00,47.0,7.7,0.0,27.1
2020-01-07 04:00:00,58.8,4.9,0.0,26.3
2020-01-07 05:00:00,44.4,9.2,0.0,45.7
2020-01-07 06:00:00,66.8,8.3,0.0,39.8
2020-01-07 07:00:00,65.7,4.6,0.0,37.8
2020-01-07 08:00:00,58.2,12.2,0.0,34.6
2020-01-07 09:00:00,70.1,4.9,0.0,30.4
2020-01-07 10:00:00,66.4,1.5,0.0,28.4
2020-01-07 11:00:00,56.2,10.3,0.0,26.4
2020-01-07 12:00:00,66.7,3.6,0.0,32.1
2020-01-07 13:00:00,67.0,2.1,0.0,39.5
2020-01-07 14:00:00,71.0,23.7,0.0,60.5
2020-01-07 15:00:00,64.0,10.9,0.0,39.8
2020-01-07 16:00:00,48.7,2.5,0.0,31.2
2020-01-07 17:00:00,45.3,3.6,0.0,37.0
2020-01-07 18:00:00,48.1,12.9,0.0,27.9
2020-01-07 19:00:00,63.8,1.4,0.0,25.7
2020-01-07 20:00:00,53.9,3.4,0.0,34.6
2020-01-07 21:00:00,67.6,12.0,0.0,30.0
2020-01-07 22:00:00,65.0,3.3,0.0,26.9
2020-01-07 23:00:00,69.6,3.5,0.0,21.9
2020-01-08 00:00:00,47.7,8.3,0.0,41.8
2020-01-08 01:00:00,52.1,8.9,0.0,40.0
2020-01-08 02:00:00,46.3,12.5,0.0,28.3
2020-01-08 03:00:00,70.2,12.5,0.0,22.9
2020-01-08 04:00:00,45.9,6.8,0.0,34.5
2020-01-08 05:00:00,62.9,7.8,0.0,37.6
2020-01-08 06:00:00,71.7,7.4,0.0,33.6
2020-01-08 07:00:00,54.4,12.0,0.0,42.9
2020-01-08 08:00:00,46.7,4.6,0.0,40.8
2020-01-08 09:00:00,65.7,12.3,0.0,30.3
2020-01-08 10:00:00,71.1,2.8,0.0,31.4
2020-01-08 11:00:00,70.5,2.1,0.0,32.9
2020-01-08 12:00:00,63.9,2.6,0.0,35.2
2020-01-08 13:00:00,44.6,5.2,0.0,37.4
2020-01-08 14:00:00,46.4,11.8,0.0,42.7
2020-01-08 15:00:00,71.2,4.8,0.0,35.4
2020-01-08 16:00:00,58.5,12.6,0.0,29.4
2020-01-08 17:00:00,72.1,4.3,0.0,28.9
2020-01-08 18:00:00,63.0,1.6,0.0,33.2
2020-01-08 19:00:00,67.2,8.1,0.0,21.1
2020-01-08 20:00:00,66.6,8.5,0.0,34.2
2020-01-08 21:00:00,44.6,6.0,0.0,30.8
2020-01-08 22:00:00,69.1,9.2,0.0,37.9
2020-01-08 23:00:00,60.9,5.6,0.0,35.4
2020-01-09 00:00:00,44.6,11.0,0.0,42.8
2020-01-09 01:00:00,70.9,4.2,0.0,30.9
2020-01-09 02:00:00,70.4,10.4,0.01,36.7
2020-01-09 03:00:00,45.7,9.3,0.0,45.0
2020-01-09 04:00:00,44.3,1.7,0.0,32.7
2020-01-09 05:00:00,68.3,11.9,0.0,23.0
2020-01-09 06:00:00,55.2,12.0,0.0,43.5
2020-01-09 07:00:00,65.6,9.0,0.0,38.2
2020-01-09 08:00:00,69.6,8.9,0.01,35.2
2020-01-09 09:00:00,45.6,1.9,0.0,46.0
2020-01-09 10:00:00,48.5,3.3,0.0,46.4
2020-01-09 11:00:00,59.9,6.1,0.0,32.5
2020-01-09 12:00:00,62.1,4.0,0.0,24.4
2020-01-09 13:00:00,67.7,11.0,0.0,21.5
2020-01-09 14:00:00,67.8,7.3,0.0,24.3
2020-01-09 15:00:00,54.9,1.4,0.0,33.1
2020-01-09 16:00:00,44.6,11.0,0.0,42.8
2020-01-09 17:00:00,63.4,1.8,0.0,40.5
2020-01-09 18:00:00,44.6,8.6,0.0,42.4
2020-01-09 19:00:00,49.8,6.8,0.0,28.5
2020-01-09 20:00:00,48.1,6.9,0.0,28.6
2020-01-09 21:00:00,69.8,4.3,0.0,26.7
2020-01-09 22:00:00,63.0,12.3,0.0,27.7
2020-01-09 23:00:00,47.8,24.6,0.07,74.0
2020-01-10 00:00:00,54.3,3.2,0.0,25.9
2020-01-10 01:00:00,49.6,2.2,0.0,34.0
2020-01-10 02:00:00,71.2,5.1,0.0,22.4
2020-01-10 03:00:00,66.7,1.2,0.0,38.8
2020-01-10 04:00:00,59.6,24.3,0.0,55.5
2020-01-10 05:00:00,61.8,4.4,0.0,24.2
2020-01-10 06:00:00,55.5,6.8,0.0,33.1
2020-01-10 07:00:00,64.4,5.6,0.0,37.6
2020-01-10 08:00:00,46.2,22.3,0.0,66.6
2020-01-10 09:00:00,46.9,9.9,0.0,45.4
2020-01-10 10:00:00,63.7,7.5,0.0,40.0
2020-01-10 11:00:00,57.0,6.0,0.0,41.1
2020-01-10 12:00:00,53.1,9.8,0.0,37.4
2020-01-10 13:00:00,54.4,4.1,0.0,26.9
2020-01-10 14:00:00,56.8,4.0,0.0,24.5
2020-01-10 15:00:00,48.7,8.6,0.0,41.2
2020-01-10 16:00:00,60.5,8.0,0.0,28.4
2020-01-10 17:00:00,62.3,10.4,0.0,22.9
2020-01-10 18:00:00,53.5,4.7,0.0,42.5
2020-01-10 19:00:00,49.7,3.6,0.01,30.3
2020-01-10 20:00:00,69.6,6.8,0.0,24.5
2020-01-10 21:00:00,67.1,11.7,0.0,28.7
2020-01-10 22:00:00,47.2,5.8,0.0,38.8
2020-01-10 23:00:00,47.5,31.7,0.0,64.3
2020-01-11 00:00:00,66.8,6.4,0.0,38.0
2020-01-11 01:00:00,57.0,10.2,0.0,34.0
2020-01-11 02:00:00,64.0,6.6,0.0,41.0
2020-01-11 03:00:00,60.2,6.4,0.0,23.8
2020-01-11 04:00:00,72.4,3.4,0.0,36.5
2020-01-11 05:00:00,46.0,4.4,0.0,43.7
2020-01-11 06:00:00,46.4,1.9,0.0,43.7
2020-01-11 07:00:00,68.3,10.2,0.0,22.8
2020-01-11 08:00:00,45.5,11.9,0.0,33.5
2020-01-11 09:00:00,66.1,2.1,0.0,34.3
2020-01-11 10:00:00,54.2,5.9,0.0,26.7
2020-01-11 11:00:00,58.6,11.4,0.0,37.4
2020-01-11 12:00:00,69.6,8.9,0.01,35.2
2020-01-11 13:00:00,46.6,1.8,0.0,32.3
2020-01-11 14:00:00,52.6,9.1,0.0,35.6
2020-01-11 15:00:00,69.7,4.2,0.0,30.6
2020-01-11 16:00:00,47.1,2.0,0.0,40.0
2020-01-11 17:00:00,48.7,2.5,0.0,31.2
2020-01-11 18:00:00,45.4,8.4,0.0,46.6
2020-01-11 19:00:00,66.9,8.1,0.0,30.3
2020-01-11 20:00:00,48.6,5.5,0.0,35.6
2020-01-11 21:00:00,47.7,9.0,0.0,31.4
2020-01-11 22:00:00,47.3,11.1,0.0,27.6
2020-01-11 23:00:00,64.1,2.6,0.0,27.1
2020-01-12 00:00:00,44.5,6.4,0.0,45.1
2020-01-12 01:00:00,64.3,11.5,0.0,29.8
2020-01-12 02:00:00,58.2,12.2,0.0,34.6
2020-01-12 03:00:00,69.3,11.5,0.0,33.8
2020-01-12 04:00:00,46.0,34.6,0.0,58.0
2020-01-12 05:00:00,44.9,9.0,0.0,34.6
2020-01-12 06:00:00,70.0,10.1,0.0,28.2
2020-01-12 07:00:00,65.7,4.6,0.0,37.8
2020-01-12 08:00:00,60.9,4.4,0.0,35.1
2020-01-12 09:00:00,48.4,12.6,0.0,41.6
2020-01-12 10:00:00,58.4,10.2,0.0,36.4
2020-01-12 11:00:00,49.3,1.3,0.0,28.6
2020-01-12 12:00:00,69.3,10.4,0.0,39.2
2020-01-12 13:00:00,67.6,4.7,0.0,36.2
2020-01-12 14:00:00,48.5,12.5,0.0,39.7
2020-01-12 15:00:00,56.1,12.4,0.0,41.1
2020-01-12 16:00:00,44.8,7.9,0.0,45.4
2020-01-12 17:00:00,48.4,12.6,0.0,41.6
2020-01-12 18:00:00,55.4,8.8,0.0,36.7
2020-01-12 19:00:00,46.5,6.0,0.0,44.1
2020-01-12 20:00:00,70.0,8.2,0.0,23.7
2020-01-12 21:00:00,49.3,1.3,0.0,28.6
2020-01-12 22:00:00,66.9,8.1,0.0,30.3
2020-01-12 23:00:00,44.6,8.6,0.0,44.2
2020-01-13 00:00:00,44.6,6.9,0.0,36.4
2020-01-13 01:00:00,49.1,11.1,0.0,29.2
2020-01-13 02:00:00,44.8,7.9,0.0,29.1
2020-01-13 03:00:00,60.6,3.8,0.01,42.4
2020-01-13 04:00:00,58.8,4.9,0.0,26.3
2020-01-13 05:00:00,56.1,12.4,0.0,41.1
2020-01-13 06:00:00,47.0,1.2,0.0,34.7
2020-01-13 07:00:00,45.3,1.0,0.0,43.3
2020-01-13 08:00:00,61.7,3.7,0.0,40.3
2020-01-13 09:00:00,48.3,3.1,0.0,27.4
2020-01-13 10:00:00,61.7,5.7,0.0,41.2
2020-01-13 11:00:00,69.5,12.0,0.0,23.0
2020-01-13 12:00:00,47.9,4.5,0.0,34.7
2020-01-13 13:00:00,46.0,3.4,0.0,37.7
2020-01-13 14:00:00,68.7,32.6,0.0,68.5
2020-01-13 15:00:00,58.3,7.8,0.0,27.2
2020-01-13 16:00:00,62.9,11.3,0.0,36.7
2020-01-13 17:00:00,71.9,6.0,0.0,38.8
2020-01-13 18:00:00,47.6,4.2,0.0,34.6
2020-01-13 19:00:00,46.8,12.6,0.0,34.4
2020-01-13 20:00:00,57.1,2.5,0.0,34.8
2020-01-13 21:00:00,57.0,6.0,0.0,41.1
2020-01-13 22:00:00,64.4,1.5,0.0,34.9
2020-01-13 23:00:00,52.8,2.7,0.0,43.0
2020-01-14 00:00:00,44.6,6.9,0.0,36.4
2020-01-14 01:00:00,46.4,8.1,0.0,27.4
2020-01-14 02:00:00,67.2,3.3,0.0,34.3
2020-01-14 03:00:00,55.7,4.5,0.0,41.5
2020-01-14 04:00:00,67.0,3.5,0.01,22.9
2020-01-14 05:00:00,47.9,1.8,0.0,34.1
2020-01-14 06:00:00,48.2,11.2,0.0,37.3
2020-01-14 07:00:00,45.7,9.3,0.0,45.0
2020-01-14 08:00:00,45.2,8.8,0.0,33.4
2020-01-14 09:00:00,47.8,5.4,0.0,27.5
2020-01-14 10:00:00,47.8,5.4,0.0,27.5
2020-01-14 11:00:00,71.2,5.1,0.0,22.4
2020-01-14 12:00:00,46.0,1.9,0.0,29.5
2020-01-14 13:00:00,49.9,8.8,0.0,37.8
2020-01-14 14:00:00,61.7,3.7,0.0,40.3
2020-01-14 15:00:00,56.5,7.7,0.0,38.6
2020-01-14 16:00:00,63.5,33.8,0.02,55.4
2020-01-14 17:00:00,72.2,8.5,0.0,20.2
2020-01-14 18:00:00,48.4,5.4,0.0,44.1
2020-01-14 19:00:00,70.6,1.6,0.0,25.9
2020-01-14 20:00:00,63.4,1.8,0.0,40.5
2020-01-14 21:00:00,66.3,10.7,0.0,30.9
2020-01-14 22:00:00,63.9,2.6,0.0,35.2
2020-01-14 23:00:00,63.7,7.5,0.0,40.0
2020-01-15 00:00:00,69.4,2.1,0.0,24.3
2020-01-15 01:00:00,64.3,9.1,0.0,22.8
2020-01-15 02:00:00,44.6,6.4,0.0,32.0
2020-01-15 03:00:00,48.4,5.4,0.0,44.1
2020-01-15 04:00:00,47.7,10.7,0.0,32.4
2020-01-15 05:00:00,66.3,4.0,0.0,38.1
2020-01-15 06:00:00,44.4,10.7,0.0,28.3
2020-01-15 07:00:00,69.3,10.8,0.0,31.8
2020-01-15 08:00:00,70.5,8.9,0.0,31.9
2020-01-15 09:00:00,68.7,10.5,0.0,25.3
2020-01-15 10:00:00,47.6,13.0,0.0,29.5
2020-01-15 11:00:00,48.1,6.9,0.0,28.6
2020-01-15 12:00:00,44.6,6.0,0.0,30.8
2020-01-15 13:00:00,70.5,9.6,0.0,26.1
2020-01-15 14:00:00,60.4,11.0,0.0,40.0
2020-01-15 15:00:00,44.4,6.2,0.0,33.4
2020-01-15 16:00:00,48.0,5.9,0.0,39.6
2020-01-15 17:00:00,64.0,10.9,0.0,39.8
2020-01-15 18:00:00,44.2,12.8,0.0,29.8
2020-01-15 19:00:00,69.6,7.5,0.0,36.2
2020-01-15 20:00:00,70.0,8.2,0.0,23.7
2020-01-15 21:00:00,47.7,11.9,0.0,39.0
2020-01-15 22:00:00,69.4,6.4,0.0,29.9
2020-01-15 23:00:00,70.5,10.0,0.0,29.6
2020-01-16 00:00:00,67.1,9.9,0.0,35.9
2020-01-16 01:00:00,49.9,10.8,0.0,30.3
2020-01-16 02:00:00,46.8,2.5,0.0,30.5
2020-01-16 03:00:00,64.0,6.6,0.0,41.0
2020-01-16 04:00:00,65.6,9.0,0.0,38.2
2020-01-16 05:00:00,68.3,10.2,0.0,22.8
2020-01-16 06:00:00,48.7,2.5,0.0,31.2
2020-01-16 07:00:00,67.9,3.5,0.0,39.2
2020-01-16 08:00:00,46.1,11.2,0.0,35.9
2020-01-16 09:00:00,59.6,24.3,0.0,55.5
2020-01-16 10:00:00,44.9,9.0,0.0,34.6
2020-01-16 11:00:00,48.6,1.7,0.0,35.4
2020-01-16 12:00:00,47.1,2.0,0.0,40.0
2020-01-16 13:00:00,45.0,2.0,0.0,46.3
2020-01-16 14:00:00,68.7,10.5,0.0,25.3
2020-01-16 15:00:00,44.8,7.8,0.0,29.6
2020-01-16 16:00:00,56.4,11.5,0.0,36.7
2020-01-16 17:00:00,55.7,4.5,0.0,41.5
2020-01-16 18:00:00,61.8,7.9,0.0,23.0
2020-01-16 19:00:00,48.1,8.4,0.0,39.5
2020-01-16 20:00:00,56.6,3.7,0.0,43.2
2020-01-16 21:00:00,64.3,11.5,0.0,29.8
2020-01-16 22:00:00,52.1,8.9,0.0,40.0
2020-01-16 23:00:00,48.5,2.8,0.0,28.6
2020-01-17 00:00:00,46.0,6.7,0.0,36.7
2020-01-17 01:00:00,56.7,7.2,0.0,35.8
2020-01-17 02:00:00,47.9,11.7,0.0,27.6
2020-01-17 03:00:00,47.9,11.7,0.0,27.6
2020-01-17 04:00:00,48.9,1.3,0.0,46.0
2020-01-17 05:00:00,46.1,4.3,0.01,44.2
2020-01-17 06:00:00,47.7,9.0,0.0,31.4
2020-01-17 07:00:00,65.4,15.5,0.0,68.3
2020-01-17 08:00:00,65.7,27.0,0.0,66.9
2020-01-17 09:00:00,46.4,1.9,0.0,43.7
2020-01-17 10:00:00,59.2,11.6,0.0,34.7
2020-01-17 11:00:00,46.0,9.6,0.0,41.6
2020-01-17 12:00:00,44.6,9.3,0.0,39.5
2020-01-17 13:00:00,68.9,9.8,0.0,23.0
2020-01-17 14:00:00,47.6,3.5,0.0,32.0
2020-01-17 15:00:00,60.2,6.4,0.0,23.8
2020-01-17 16:00:00,66.8,8.3,0.0,39.8
2020-01-17 17:00:00,56.8,4.0,0.0,24.5
2020-01-17 18:00:00,68.1,9.0,0.0,37.4
2020-01-17 19:00:00,46.0,3.4,0.0,37.7
2020-01-17 20:00:00,47.3,11.1,0.0,27.6
2020-01-17 21:00:00,61.9,11.0,0.0,25.6
2020-01-17 22:00:00,61.7,12.7,0.0,30.4
2020-01-17 23:00:00,52.9,5.3,0.0,43.9
2020-01-18 00:00:00,66.9,12.7,0.0,21.1
2020-01-18 01:00:00,44.7,12.6,0.0,39.0
2020-01-18 02:00:00,70.7,2.2,0.0,33.4
2020-01-18 03:00:00,45.1,11.6,0.0,42.7
2020-01-18 04:00:00,57.8,21.7,0.0,70.6
2020-01-18 05:00:00,47.8,24.6,0.07,74.0
2020-01-18 06:00:00,46.4,6.2,0.0,43.0
2020-01-18 07:00:00,56.7,7.2,0.0,35.8
2020-01-18 08:00:00,55.2,9.2,0.0,32.1
2020-01-18 09:00:00,46.2,3.2,0.0,40.9
2020-01-18 10:00:00,44.6,1.4,0.0,35.8
2020-01-18 11:00:00,70.1,10.1,0.0,39.0
2020-01-18 12:00:00,70.0,8.2,0.0,23.7
2020-01-18 13:00:00,44.8,3.1,0.0,28.6
2020-01-18 14:00:00,44.6,1.4,0.0,35.8
2020-01-18 15:00:00,56.2,10.3,0.0,26.4
2020-01-18 16:00:00,52.9,5.3,0.0,43.9
2020-01-18 17:00:00,53.2,2.2,0.0,37.5
2020-01-18 18:00:00,48.4,11.0,0.0,36.8
2020-01-18 19:00:00,62.5,6.0,0.0,25.6
2020-01-18 20:00:00,49.7,12.3,0.0,31.6
2020-01-18 21:00:00,49.0,5.2,0.0,32.2
2020-01-18 22:00:00,69.7,4.2,0.0,30.6
2020-01-18 23:00:00,71.2,10.2,0.0,29.9
2020-01-19 00:00:00,48.9,8.2,0.0,39.8
2020-01-19 01:00:00,68.9,6.9,0.01,26.4
2020-01-19 02:00:00,47.3,12.9,0.0,32.2
2020-01-19 03:00:00,60.7,8.0,0.0,32.5
2020-01-19 04:00:00,64.2,10.0,0.0,21.9
2020-01-19 05:00:00,65.3,8.9,0.0,29.3
2020-01-19 06:00:00,72.6,8.4,0.0,28.3
2020-01-19 07:00:00,44.7,10.4,0.0,30.0
2020-01-19 08:00:00,66.1,8.1,0.0,27.4
2020-01-19 09:00:00,54.6,2.1,0.0,27.3
2020-01-19 10:00:00,56.5,7.7,0.0,38.6
2020-01-19 11:00:00,44.4,4.3,0.0,35.3
2020-01-19 12:00:00,46.8,12.3,0.0,38.2
2020-01-19 13:00:00,48.8,3.0,0.0,34.8
2020-01-19 14:00:00,66.4,3.6,0.0,40.2
2020-01-19 15:00:00,45.1,9.5,0.0,32.9
2020-01-19 16:00:00,60.9,4.4,0.0,35.1
2020-01-19 17:00:00,68.8,6.8,0.0,33.9
2020-01-19 18:00:00,44.1,4.4,0.0,30.3
2020-01-19 19:00:00,63.0,7.7,0.0,38.3
2020-01-19 20:00:00,46.4,24.6,0.0,68.1
2020-01-19 21:00:00,48.6,4.8,0.0,28.8
2020-01-19 22:00:00,68.2,11.3,0.0,21.8
2020-01-19 23:00:00,66.6,4.8,0.0,40.0
2020-01-20 00:00:00,55.3,3.2,0.0,32.8
2020-01-20 01:00:00,72.1,7.7,0.0,39.3
2020-01-20 02:00:00,66.9,3.3,0.0,22.9
2020-01-20 03:00:00,66.3,4.0,0.0,38.1
2020-01-20 04:00:00,61.4,2.3,0.0,32.7
2020-01-20 05:00:00,62.3,12.2,0.0,23.2
2020-01-20 06:00:00,70.1,4.2,0.0,20.4
2020-01-20 07:00:00,66.9,8.1,0.0,30.3
2020-01-20 08:00:00,64.2,10.0,0.0,21.9
2020-01-20 09:00:00,54.4,12.0,0.0,42.9
2020-01-20 10:00:00,66.8,6.4,0.0,38.0
2020-01-20 11:00:00,60.0,11.1,0.0,23.1
2020-01-20 12:00:00,70.1,9.7,0.0,39.0
2020-01-20 13:00:00,47.3,11.1,0.0,27.6
2020-01-20 14:00:00,48.1,8.4,0.0,39.5
2020-01-20 15:00:00,46.6,5.8,0.0,44.9
2020-01-20 16:00:00,53.2,7.5,0.0,25.5
2020-01-20 17:00:00,46.7,10.8,0.0,46.9
2020-01-20 18:00:00,44.8,6.8,0.0,34.0
2020-01-20 19:00:00,66.5,3.1,0.0,40.6
2020-01-20 20:00:00,59.2,11.6,0.0,34.7
2020-01-20 21:00:00,53.9,3.4,0.0,34.6
2020-01-20 22:00:00,67.9,7.4,0.0,34.7
2020-01-20 23:00:00,44.2,1.9,0.0,37.3
2020-01-21 00:00:00,65.0,7.4,0.0,30.3
