bus_name,voltage_pu,violation
bus_xfmr-000086,0.8791,under
bus_fuse-xfmr-000087,0.8795,under
bus_xfmr-000087,0.8791,under
bus_fuse-xfmr-000088,0.7145,under
bus_xfmr-000088,0.7144,under
bus_fuse-xfmr-000089,0.8796,under
bus_xfmr-000089,0.8799,under
bus_fuse-xfmr-000090,0.9348,under
bus_xfmr-000090,0.9344,under
bus_jct-fdr-0001-003,0.9254,under
bus_fuse-xfmr-000091,0.8637,under
bus_xfmr-000091,0.8637,under
bus_fuse-xfmr-000092,0.9254,under
bus_xfmr-000092,0.9254,under
bus_fuse-xfmr-000093,0.8637,under
bus_xfmr-000093,0.8637,under
bus_fuse-xfmr-000094,0.6821,under
bus_xfmr-000094,0.682,under
bus_fuse-xfmr-000095,0.8637,under
bus_xfmr-000095,0.8637,under
bus_fuse-xfmr-000096,0.6821,under
bus_xfmr-000096,0.6823,under
bus_fuse-xfmr-000097,0.9254,under
bus_xfmr-000097,0.9254,under
bus_fuse-xfmr-000098,0.682,under
bus_xfmr-000098,0.6819,under
bus_fuse-xfmr-000099,0.9254,under
bus_xfmr-000099,0.9254,under
bus_fuse-xfmr-000100,0.6821,under
bus_xfmr-000100,0.682,under
bus_fuse-xfmr-000101,0.682,under
bus_xfmr-000101,0.6819,under
bus_fuse-xfmr-000102,0.6821,under
bus_xfmr-000102,0.6821,under
bus_fuse-xfmr-000103,0.8637,under
bus_xfmr-000103,0.8637,under
bus_fuse-xfmr-000104,0.9254,under
bus_xfmr-000104,0.9253,under
bus_fuse-xfmr-000105,0.6821,under
bus_xfmr-000105,0.6821,under
bus_fuse-xfmr-000106,0.6821,under
bus_xfmr-000106,0.6821,under
bus_fuse-xfmr-000107,0.8637,under
bus_xfmr-000107,0.8637,under
bus_fuse-xfmr-000108,0.9254,under
bus_xfmr-000108,0.9254,under
bus_fuse-xfmr-000109,0.9254,under
bus_xfmr-000109,0.9252,under
bus_fuse-xfmr-000110,0.6821,under
bus_xfmr-000110,0.6821,under
bus_fuse-xfmr-000111,0.8638,under
bus_xfmr-000111,0.864,under
bus_fuse-xfmr-000112,0.6819,under
bus_xfmr-000112,0.6812,under
bus_fuse-xfmr-000113,0.8637,under
bus_xfmr-000113,0.8637,under
bus_fuse-xfmr-000114,0.682,under
bus_xfmr-000114,0.6819,under
bus_fuse-xfmr-000115,0.6821,under
bus_xfmr-000115,0.6825,under
bus_fuse-xfmr-000116,0.8637,under
bus_xfmr-000116,0.8638,under
bus_fuse-xfmr-000117,0.682,under
bus_xfmr-000117,0.6814,under
bus_fuse-xfmr-000118,0.8637,under
bus_xfmr-000118,0.8637,under
bus_fuse-xfmr-000119,0.8637,under
bus_xfmr-000119,0.8636,under
bus_fuse-xfmr-000120,0.9254,under
bus_xfmr-000120,0.9252,under
bus_fuse-xfmr-000121,0.6821,under
bus_xfmr-000121,0.682,under
bus_fuse-xfmr-000122,0.6819,under
bus_xfmr-000122,0.6807,under
bus_fuse-xfmr-000123,0.682,under
bus_xfmr-000123,0.6816,under
bus_fuse-xfmr-000124,0.8637,under
bus_xfmr-000124,0.8637,under
bus_fuse-xfmr-000125,0.8637,under
bus_xfmr-000125,0.8633,under
bus_fuse-xfmr-000126,0.6819,under
bus_xfmr-000126,0.6809,under
bus_fuse-xfmr-000127,0.8637,under
bus_xfmr-000127,0.8637,under
bus_fuse-xfmr-000128,0.8637,under
bus_xfmr-000128,0.8637,under
bus_fuse-xfmr-000129,0.6821,under
bus_xfmr-000129,0.6822,under
bus_fuse-xfmr-000130,0.8636,under
bus_xfmr-000130,0.8629,under
bus_fuse-xfmr-000131,0.6821,under
bus_xfmr-000131,0.6825,under
bus_fuse-xfmr-000132,0.8637,under
bus_xfmr-000132,0.8635,under
bus_fuse-xfmr-000133,0.6822,under
bus_xfmr-000133,0.6832,under
bus_fuse-xfmr-000134,0.8637,under
bus_xfmr-000134,0.8636,under
bus_fuse-xfmr-000135,0.8637,under
bus_xfmr-000135,0.8638,under
bus_jct-fdr-0001-004,0.9172,under
bus_fuse-xfmr-000136,0.9172,under
bus_xfmr-000136,0.9172,under
bus_fuse-xfmr-000137,0.85,under
bus_xfmr-000137,0.85,under
bus_fuse-xfmr-000138,0.85,under
bus_xfmr-000138,0.85,under
bus_fuse-xfmr-000139,0.654,under
bus_xfmr-000139,0.6539,under
bus_fuse-xfmr-000140,0.654,under
bus_xfmr-000140,0.6541,under
bus_fuse-xfmr-000141,0.85,under
bus_xfmr-000141,0.85,under
bus_fuse-xfmr-000142,0.9172,under
bus_xfmr-000142,0.9172,under
bus_fuse-xfmr-000143,0.85,under
bus_xfmr-000143,0.85,under
bus_fuse-xfmr-000144,0.85,under
bus_xfmr-000144,0.8501,under
bus_fuse-xfmr-000145,0.9172,under
bus_xfmr-000145,0.9172,under
bus_fuse-xfmr-000146,0.85,under
bus_xfmr-000146,0.85,under
bus_fuse-xfmr-000147,0.85,under
bus_xfmr-000147,0.85,under
bus_fuse-xfmr-000148,0.85,under
bus_xfmr-000148,0.8501,under
bus_fuse-xfmr-000149,0.654,under
bus_xfmr-000149,0.654,under
bus_fuse-xfmr-000150,0.654,under
bus_xfmr-000150,0.654,under
bus_fuse-xfmr-000151,0.85,under
bus_xfmr-000151,0.85,under
bus_fuse-xfmr-000152,0.6539,under
bus_xfmr-000152,0.6536,under
bus_fuse-xfmr-000153,0.6539,under
bus_xfmr-000153,0.6537,under
bus_fuse-xfmr-000154,0.85,under
bus_xfmr-000154,0.8499,under
bus_fuse-xfmr-000155,0.85,under
bus_xfmr-000155,0.85,under
bus_fuse-xfmr-000156,0.654,under
bus_xfmr-000156,0.6541,under
bus_fuse-xfmr-000157,0.9172,under
bus_xfmr-000157,0.9172,under
bus_fuse-xfmr-000158,0.8503,under
bus_xfmr-000158,0.8521,under
bus_fuse-xfmr-000159,0.9172,under
bus_xfmr-000159,0.9171,under
bus_fuse-xfmr-000160,0.654,under
bus_xfmr-000160,0.6542,under
bus_fuse-xfmr-000161,0.9172,under
bus_xfmr-000161,0.9171,under
bus_fuse-xfmr-000162,0.9172,under
bus_xfmr-000162,0.9172,under
bus_fuse-xfmr-000163,0.85,under
bus_xfmr-000163,0.8497,under
bus_fuse-xfmr-000164,0.6539,under
bus_xfmr-000164,0.6533,under
bus_fuse-xfmr-000165,0.654,under
bus_xfmr-000165,0.6542,under
bus_fuse-xfmr-000166,0.85,under
bus_xfmr-000166,0.85,under
bus_fuse-xfmr-000167,0.6539,under
bus_xfmr-000167,0.6534,under
bus_fuse-xfmr-000168,0.85,under
bus_xfmr-000168,0.8497,under
bus_fuse-xfmr-000169,0.9172,under
bus_xfmr-000169,0.9172,under
bus_fuse-xfmr-000170,0.654,under
bus_xfmr-000170,0.654,under
bus_fuse-xfmr-000171,0.85,under
bus_xfmr-000171,0.8501,under
bus_fuse-xfmr-000172,0.654,under
bus_xfmr-000172,0.6542,under
bus_fuse-xfmr-000173,0.85,under
bus_xfmr-000173,0.8498,under
bus_fuse-xfmr-000174,0.6538,under
bus_xfmr-000174,0.6525,under
bus_fuse-xfmr-000175,0.6539,under
bus_xfmr-000175,0.6535,under
bus_fuse-xfmr-000176,0.8499,under
bus_xfmr-000176,0.8491,under
bus_fuse-xfmr-000177,0.654,under
bus_xfmr-000177,0.6538,under
bus_fuse-xfmr-000178,0.85,under
bus_xfmr-000178,0.8498,under
bus_fuse-xfmr-000179,0.8499,under
bus_xfmr-000179,0.8495,under
bus_fuse-xfmr-000180,0.8499,under
bus_xfmr-000180,0.8494,under
bus_jct-fdr-0001-005,0.9106,under
bus_fuse-xfmr-000181,0.9106,under
bus_xfmr-000181,0.9106,under
bus_fuse-xfmr-000182,0.8392,under
bus_xfmr-000182,0.8392,under
bus_fuse-xfmr-000183,0.632,under
bus_xfmr-000183,0.632,under
bus_fuse-xfmr-000184,0.8392,under
bus_xfmr-000184,0.8392,under
bus_fuse-xfmr-000185,0.8392,under
bus_xfmr-000185,0.8392,under
bus_fuse-xfmr-000186,0.632,under
bus_xfmr-000186,0.6319,under
bus_fuse-xfmr-000187,0.8392,under
bus_xfmr-000187,0.8393,under
bus_fuse-xfmr-000188,0.9106,under
bus_xfmr-000188,0.9106,under
bus_fuse-xfmr-000189,0.9106,under
bus_xfmr-000189,0.9106,under
bus_fuse-xfmr-000190,0.8392,under
bus_xfmr-000190,0.8392,under
bus_fuse-xfmr-000191,0.9106,under
bus_xfmr-000191,0.9106,under
bus_fuse-xfmr-000192,0.8392,under
bus_xfmr-000192,0.8392,under
bus_fuse-xfmr-000193,0.632,under
bus_xfmr-000193,0.632,under
bus_fuse-xfmr-000194,0.632,under
bus_xfmr-000194,0.6321,under
bus_fuse-xfmr-000195,0.8392,under
bus_xfmr-000195,0.8391,under
bus_fuse-xfmr-000196,0.8392,under
bus_xfmr-000196,0.8393,under
bus_fuse-xfmr-000197,0.632,under
bus_xfmr-000197,0.6319,under
bus_fuse-xfmr-000198,0.8392,under
bus_xfmr-000198,0.8392,under
bus_fuse-xfmr-000199,0.632,under
bus_xfmr-000199,0.6323,under
bus_fuse-xfmr-000200,0.632,under
bus_xfmr-000200,0.632,under
bus_fuse-xfmr-000201,0.8392,under
bus_xfmr-000201,0.8391,under
bus_fuse-xfmr-000202,0.632,under
bus_xfmr-000202,0.6321,under
bus_fuse-xfmr-000203,0.8392,under
bus_xfmr-000203,0.8391,under
bus_fuse-xfmr-000204,0.632,under
bus_xfmr-000204,0.6323,under
bus_fuse-xfmr-000205,0.632,under
bus_xfmr-000205,0.632,under
bus_fuse-xfmr-000206,0.632,under
bus_xfmr-000206,0.632,under
bus_fuse-xfmr-000207,0.8392,under
bus_xfmr-000207,0.8391,under
bus_fuse-xfmr-000208,0.632,under
bus_xfmr-000208,0.6321,under
bus_fuse-xfmr-000209,0.632,under
bus_xfmr-000209,0.6319,under
bus_fuse-xfmr-000210,0.8392,under
bus_xfmr-000210,0.8393,under
bus_fuse-xfmr-000211,0.8392,under
bus_xfmr-000211,0.839,under
bus_fuse-xfmr-000212,0.632,under
bus_xfmr-000212,0.632,under
bus_fuse-xfmr-000213,0.6319,under
bus_xfmr-000213,0.6312,under
bus_fuse-xfmr-000214,0.9105,under
bus_xfmr-000214,0.9105,under
bus_fuse-xfmr-000215,0.632,under
bus_xfmr-000215,0.632,under
bus_fuse-xfmr-000216,0.8392,under
bus_xfmr-000216,0.839,under
bus_fuse-xfmr-000217,0.8392,under
bus_xfmr-000217,0.839,under
bus_fuse-xfmr-000218,0.9106,under
bus_xfmr-000218,0.9105,under
bus_fuse-xfmr-000219,0.8391,under
bus_xfmr-000219,0.8386,under
bus_fuse-xfmr-000220,0.632,under
bus_xfmr-000220,0.6319,under
bus_fuse-xfmr-000221,0.839,under
bus_xfmr-000221,0.8375,under
bus_fuse-xfmr-000222,0.8392,under
bus_xfmr-000222,0.8389,under
bus_fuse-xfmr-000223,0.9105,under
bus_xfmr-000223,0.9104,under
bus_fuse-xfmr-000224,0.6319,under
bus_xfmr-000224,0.6314,under
bus_fuse-xfmr-000225,0.9106,under
bus_xfmr-000225,0.9107,under
bus_jct-fdr-0001-006,0.9047,under
bus_fuse-xfmr-000226,0.6133,under
bus_xfmr-000226,0.6133,under
bus_fuse-xfmr-000227,0.6133,under
bus_xfmr-000227,0.6133,under
bus_fuse-xfmr-000228,0.6133,under
bus_xfmr-000228,0.6133,under
bus_fuse-xfmr-000229,0.6133,under
bus_xfmr-000229,0.6132,under
bus_fuse-xfmr-000230,0.8297,under
bus_xfmr-000230,0.829,under
bus_fuse-xfmr-000231,0.6133,under
bus_xfmr-000231,0.6132,under
bus_fuse-xfmr-000232,0.6133,under
bus_xfmr-000232,0.6133,under
bus_fuse-xfmr-000233,0.6133,under
bus_xfmr-000233,0.6132,under
bus_fuse-xfmr-000234,0.6133,under
bus_xfmr-000234,0.6132,under
bus_fuse-xfmr-000235,0.6133,under
bus_xfmr-000235,0.6132,under
bus_fuse-xfmr-000236,0.9046,under
bus_xfmr-000236,0.9042,under
bus_fuse-xfmr-000237,0.8298,under
bus_xfmr-000237,0.8298,under
bus_fuse-xfmr-000238,0.8298,under
bus_xfmr-000238,0.8298,under
bus_fuse-xfmr-000239,0.8298,under
bus_xfmr-000239,0.8297,under
bus_fuse-xfmr-000240,0.6132,under
bus_xfmr-000240,0.6126,under
bus_fuse-xfmr-000241,0.6132,under
bus_xfmr-000241,0.6127,under
bus_fuse-xfmr-000242,0.8298,under
bus_xfmr-000242,0.8298,under
bus_fuse-xfmr-000243,0.9046,under
bus_xfmr-000243,0.9045,under
bus_fuse-xfmr-000244,0.6133,under
bus_xfmr-000244,0.6132,under
bus_fuse-xfmr-000245,0.8298,under
bus_xfmr-000245,0.8298,under
bus_fuse-xfmr-000246,0.6133,under
bus_xfmr-000246,0.6132,under
bus_fuse-xfmr-000247,0.8302,under
bus_xfmr-000247,0.8325,under
bus_fuse-xfmr-000248,0.9046,under
bus_xfmr-000248,0.9046,under
bus_fuse-xfmr-000249,0.6132,under
bus_xfmr-000249,0.6127,under
bus_fuse-xfmr-000250,0.6132,under
bus_xfmr-000250,0.6131,under
bus_fuse-xfmr-000251,0.8298,under
bus_xfmr-000251,0.8297,under
bus_fuse-xfmr-000252,0.6132,under
bus_xfmr-000252,0.6128,under
bus_fuse-xfmr-000253,0.8301,under
bus_xfmr-000253,0.8316,under
bus_fuse-xfmr-000254,0.9047,under
bus_xfmr-000254,0.9046,under
bus_fuse-xfmr-000255,0.8298,under
bus_xfmr-000255,0.8298,under
bus_fuse-xfmr-000256,0.6133,under
bus_xfmr-000256,0.6132,under
bus_fuse-xfmr-000257,0.613,under
bus_xfmr-000257,0.6116,under
bus_fuse-xfmr-000258,0.6132,under
bus_xfmr-000258,0.613,under
bus_fuse-xfmr-000259,0.6133,under
bus_xfmr-000259,0.6132,under
bus_fuse-xfmr-000260,0.8297,under
bus_xfmr-000260,0.8292,under
bus_fuse-xfmr-000261,0.6132,under
bus_xfmr-000261,0.6131,under
bus_fuse-xfmr-000262,0.8298,under
bus_xfmr-000262,0.8298,under
bus_fuse-xfmr-000263,0.9046,under
bus_xfmr-000263,0.9046,under
bus_fuse-xfmr-000264,0.9047,under
bus_xfmr-000264,0.9046,under
bus_fuse-xfmr-000265,0.9047,under
bus_xfmr-000265,0.9047,under
bus_fuse-xfmr-000266,0.8298,under
bus_xfmr-000266,0.8296,under
bus_fuse-xfmr-000267,0.8296,under
bus_xfmr-000267,0.8286,under
bus_fuse-xfmr-000268,0.9046,under
bus_xfmr-000268,0.9043,under
bus_fuse-xfmr-000269,0.6133,under
bus_xfmr-000269,0.6132,under
bus_fuse-xfmr-000270,0.8298,under
bus_xfmr-000270,0.8294,under
bus_jct-fdr-0001-007,0.9016,under
bus_fuse-xfmr-000271,0.825,under
bus_xfmr-000271,0.825,under
bus_fuse-xfmr-000272,0.825,under
bus_xfmr-000272,0.825,under
bus_fuse-xfmr-000273,0.825,under
bus_xfmr-000273,0.825,under
bus_fuse-xfmr-000274,0.9016,under
bus_xfmr-000274,0.9016,under
bus_fuse-xfmr-000275,0.6037,under
bus_xfmr-000275,0.6037,under
bus_fuse-xfmr-000276,0.825,under
bus_xfmr-000276,0.825,under
bus_fuse-xfmr-000277,0.825,under
bus_xfmr-000277,0.825,under
bus_fuse-xfmr-000278,0.825,under
bus_xfmr-000278,0.825,under
bus_fuse-xfmr-000279,0.825,under
bus_xfmr-000279,0.8249,under
bus_fuse-xfmr-000280,0.825,under
bus_xfmr-000280,0.825,under
bus_fuse-xfmr-000281,0.6037,under
bus_xfmr-000281,0.6037,under
bus_fuse-xfmr-000282,0.825,under
bus_xfmr-000282,0.8249,under
bus_fuse-xfmr-000283,0.6037,under
bus_xfmr-000283,0.6036,under
bus_fuse-xfmr-000284,0.6037,under
bus_xfmr-000284,0.6036,under
bus_fuse-xfmr-000285,0.9016,under
bus_xfmr-000285,0.9016,under
bus_fuse-xfmr-000286,0.9016,under
bus_xfmr-000286,0.9016,under
bus_fuse-xfmr-000287,0.825,under
bus_xfmr-000287,0.825,under
bus_fuse-xfmr-000288,0.6037,under
bus_xfmr-000288,0.6036,under
bus_fuse-xfmr-000289,0.8249,under
bus_xfmr-000289,0.8247,under
bus_fuse-xfmr-000290,0.6037,under
bus_xfmr-000290,0.6039,under
bus_fuse-xfmr-000291,0.825,under
bus_xfmr-000291,0.825,under
bus_fuse-xfmr-000292,0.6037,under
bus_xfmr-000292,0.6036,under
bus_fuse-xfmr-000293,0.825,under
bus_xfmr-000293,0.8251,under
bus_fuse-xfmr-000294,0.6036,under
bus_xfmr-000294,0.6033,under
bus_fuse-xfmr-000295,0.8249,under
bus_xfmr-000295,0.8249,under
bus_fuse-xfmr-000296,0.6037,under
bus_xfmr-000296,0.6034,under
bus_fuse-xfmr-000297,0.9016,under
bus_xfmr-000297,0.9014,under
bus_fuse-xfmr-000298,0.825,under
bus_xfmr-000298,0.8249,under
bus_fuse-xfmr-000299,0.9017,under
bus_xfmr-000299,0.9019,under
bus_fuse-xfmr-000300,0.9016,under
bus_xfmr-000300,0.9016,under
bus_fuse-xfmr-000301,0.9016,under
bus_xfmr-000301,0.9016,under
bus_fuse-xfmr-000302,0.825,under
bus_xfmr-000302,0.8249,under
bus_fuse-xfmr-000303,0.6037,under
bus_xfmr-000303,0.6037,under
bus_fuse-xfmr-000304,0.6037,under
bus_xfmr-000304,0.6037,under
bus_fuse-xfmr-000305,0.6036,under
bus_xfmr-000305,0.6032,under
bus_fuse-xfmr-000306,0.9016,under
bus_xfmr-000306,0.9016,under
bus_fuse-xfmr-000307,0.9016,under
bus_xfmr-000307,0.9014,under
bus_fuse-xfmr-000308,0.6037,under
bus_xfmr-000308,0.6037,under
bus_fuse-xfmr-000309,0.6037,under
bus_xfmr-000309,0.6037,under
bus_fuse-xfmr-000310,0.825,under
bus_xfmr-000310,0.825,under
bus_fuse-xfmr-000311,0.825,under
bus_xfmr-000311,0.8255,under
bus_fuse-xfmr-000312,0.6037,under
bus_xfmr-000312,0.6038,under
bus_fuse-xfmr-000313,0.6037,under
bus_xfmr-000313,0.604,under
bus_fuse-xfmr-000314,0.825,under
bus_xfmr-000314,0.8249,under
bus_fuse-xfmr-000315,0.6036,under
bus_xfmr-000315,0.6032,under
bus_jct-fdr-0001-008,0.8999,under
bus_fuse-xfmr-000316,0.8221,under
bus_xfmr-000316,0.8221,under
bus_fuse-xfmr-000317,0.8999,under
bus_xfmr-000317,0.8998,under
bus_fuse-xfmr-000318,0.5981,under
bus_xfmr-000318,0.5981,under
bus_fuse-xfmr-000319,0.8221,under
bus_xfmr-000319,0.8221,under
bus_fuse-xfmr-000320,0.5981,under
bus_xfmr-000320,0.5981,under
bus_fuse-xfmr-000321,0.5981,under
bus_xfmr-000321,0.5981,under
bus_fuse-xfmr-000322,0.5981,under
bus_xfmr-000322,0.5981,under
bus_fuse-xfmr-000323,0.5981,under
bus_xfmr-000323,0.5981,under
bus_fuse-xfmr-000324,0.8221,under
bus_xfmr-000324,0.8221,under
bus_fuse-xfmr-000325,0.8998,under
bus_xfmr-000325,0.8998,under
bus_fuse-xfmr-000326,0.8221,under
bus_xfmr-000326,0.8221,under
bus_fuse-xfmr-000327,0.5981,under
bus_xfmr-000327,0.598,under
bus_fuse-xfmr-000328,0.5981,under
bus_xfmr-000328,0.5979,under
bus_fuse-xfmr-000329,0.8221,under
bus_xfmr-000329,0.822,under
bus_fuse-xfmr-000330,0.5981,under
bus_xfmr-000330,0.5981,under
bus_fuse-xfmr-000331,0.5985,under
bus_xfmr-000331,0.6007,under
bus_fuse-xfmr-000332,0.8221,under
bus_xfmr-000332,0.822,under
bus_fuse-xfmr-000333,0.8221,under
bus_xfmr-000333,0.8221,under
bus_fuse-xfmr-000334,0.8999,under
bus_xfmr-000334,0.8999,under
bus_fuse-xfmr-000335,0.5982,under
bus_xfmr-000335,0.5983,under
bus_fuse-xfmr-000336,0.5981,under
bus_xfmr-000336,0.5978,under
bus_fuse-xfmr-000337,0.8221,under
bus_xfmr-000337,0.8222,under
bus_fuse-xfmr-000338,0.8221,under
bus_xfmr-000338,0.822,under
bus_fuse-xfmr-000339,0.8221,under
bus_xfmr-000339,0.8221,under
bus_fuse-xfmr-000340,0.5981,under
bus_xfmr-000340,0.598,under
bus_fuse-xfmr-000341,0.5982,under
bus_xfmr-000341,0.5985,under
bus_fuse-xfmr-000342,0.8221,under
bus_xfmr-000342,0.8221,under
bus_fuse-xfmr-000343,0.8221,under
bus_xfmr-000343,0.8221,under
bus_fuse-xfmr-000344,0.8221,under
bus_xfmr-000344,0.8221,under
bus_fuse-xfmr-000345,0.5981,under
bus_xfmr-000345,0.598,under
bus_fuse-xfmr-000346,0.8221,under
bus_xfmr-000346,0.8222,under
bus_fuse-xfmr-000347,0.598,under
