timestamp,temperature,humidity,wind_speed,ghi,cloud_cover,is_heatwave,is_storm
2020-01-03 10:00,67.3,22.4,11.9,619.5,7.7,0,0
2020-01-03 11:00,67.0,40.7,1.9,849.2,44.9,0,0
2020-01-03 12:00,70.8,28.5,4.6,631.5,21.5,0,0
2020-01-03 13:00,65.9,39.2,9.2,647.3,9.3,0,0
2020-01-03 14:00,66.2,38.6,1.4,762.0,20.0,0,0
2020-01-03 15:00,65.6,30.5,2.5,579.5,16.3,0,0
2020-01-03 16:00,61.9,38.7,10.8,414.2,45.7,0,0
2020-01-03 17:00,63.0,25.7,11.6,178.5,37.7,0,0
2020-01-03 18:00,56.7,34.8,6.1,0.0,39.8,0,0
2020-01-03 19:00,52.4,32.9,9.4,0.0,11.3,0,0
2020-01-03 20:00,46.6,46.2,13.0,0.0,36.7,0,0
2020-01-03 21:00,45.2,42.8,10.7,0.0,13.3,0,0
2020-01-03 22:00,45.3,40.3,6.3,0.0,26.5,0,0
2020-01-03 23:00,47.8,29.2,11.0,0.0,6.6,0,0
2020-01-04 00:00,46.2,42.9,12.7,0.0,7.9,0,0
2020-01-04 01:00,43.4,38.6,2.7,0.0,12.6,0,0
2020-01-04 02:00,48.1,42.8,6.1,0.0,13.7,0,0
2020-01-04 03:00,44.6,40.2,6.1,0.0,11.2,0,0
2020-01-04 04:00,45.8,37.4,8.2,0.0,42.9,0,0
2020-01-04 05:00,53.8,25.8,5.1,0.0,44.1,0,0
2020-01-04 06:00,56.8,35.5,6.2,0,16.9,0,0
2020-01-04 07:00,59.7,25.1,7.5,174.8,44.0,0,0
2020-01-04 08:00,64.8,34.8,9.4,476.7,9.6,0,0
2020-01-04 09:00,68.0,37.9,3.6,592.0,49.1,0,0
2020-01-04 10:00,70.1,30.2,2.8,576.1,23.4,0,0
2020-01-04 11:00,67.2,26.4,5.3,719.9,25.3,0,0
2020-01-04 12:00,70.8,29.6,5.8,775.1,33.9,0,0
2020-01-04 13:00,66.7,39.0,6.6,908.2,45.1,0,0
2020-01-04 14:00,67.2,26.0,9.7,626.9,18.9,0,0
2020-01-04 15:00,65.8,41.2,8.0,541.4,14.9,0,0
2020-01-04 16:00,63.1,27.7,6.1,499.6,25.5,0,0
2020-01-04 17:00,63.4,23.3,6.0,221.6,36.2,0,0
2020-01-04 18:00,58.8,31.6,3.1,0.0,29.9,0,0
2020-01-04 19:00,56.0,40.5,11.8,0.0,42.1,0,0
2020-01-04 20:00,46.6,33.5,10.7,0.0,13.8,0,0
2020-01-04 21:00,43.8,32.5,2.2,0.0,47.1,0,0
2020-01-04 22:00,48.3,45.9,7.5,0.0,44.1,0,0
2020-01-04 23:00,48.5,28.9,9.8,0.0,30.5,0,0
2020-01-05 00:00,47.9,35.0,3.8,0.0,49.8,0,0
2020-01-05 01:00,45.2,41.7,9.6,0.0,6.9,0,0
2020-01-05 02:00,46.6,27.1,7.5,0.0,16.3,0,0
2020-01-05 03:00,44.7,36.0,9.6,0.0,7.4,0,0
2020-01-05 04:00,46.0,32.6,10.3,0.0,26.5,0,0
2020-01-05 05:00,53.7,29.4,6.2,0.0,47.6,0,0
2020-01-05 06:00,56.2,31.4,4.7,0,49.7,0,0
2020-01-05 07:00,57.7,42.2,1.8,251.1,48.1,0,0
2020-01-05 08:00,65.7,30.3,12.9,364.1,27.8,0,0
2020-01-05 09:00,65.1,27.5,5.5,578.2,14.0,0,0
2020-01-05 10:00,66.4,32.4,8.9,793.9,36.8,0,0
2020-01-05 11:00,70.8,21.5,7.4,717.8,11.2,0,0
2020-01-05 12:00,68.5,26.9,4.9,762.8,22.0,0,0
2020-01-05 13:00,66.8,35.4,6.6,770.1,16.2,0,0
2020-01-05 14:00,67.4,21.8,5.9,748.3,35.7,0,0
2020-01-05 15:00,68.6,26.8,7.3,439.6,36.5,0,0
2020-01-05 16:00,61.5,37.2,8.4,446.6,18.4,0,0
2020-01-05 17:00,60.1,24.2,1.1,189.9,10.2,0,0
2020-01-05 18:00,59.2,25.5,12.9,0.0,41.9,0,0
2020-01-05 19:00,54.5,29.4,2.1,0.0,12.2,0,0
2020-01-05 20:00,46.1,29.3,7.0,0.0,16.7,0,0
2020-01-05 21:00,46.6,34.8,1.8,0.0,23.9,0,0
2020-01-05 22:00,47.4,40.0,9.8,0.0,37.7,0,0
2020-01-05 23:00,48.1,33.0,3.7,0.0,26.8,0,0
2020-01-06 00:00,43.0,44.1,8.4,0.0,11.8,0,0
2020-01-06 01:00,44.1,32.7,9.7,0.0,33.4,0,0
2020-01-06 02:00,45.0,45.1,10.7,0.0,23.4,0,0
2020-01-06 03:00,45.0,47.4,2.0,0.0,29.0,0,0
2020-01-06 04:00,44.8,43.1,10.7,0.0,42.2,0,0
2020-01-06 05:00,56.1,28.2,1.8,0.0,27.9,0,0
2020-01-06 06:00,55.1,36.0,6.3,0,45.8,0,0
2020-01-06 07:00,58.8,40.2,12.0,177.2,35.8,0,0
2020-01-06 08:00,63.8,28.6,4.6,318.8,38.6,0,0
2020-01-06 09:00,68.5,30.2,10.3,492.2,17.8,0,0
2020-01-06 10:00,64.7,26.9,2.1,732.6,34.3,0,0
2020-01-06 11:00,70.9,35.0,2.9,808.7,20.5,0,0
2020-01-06 12:00,66.8,38.2,4.2,616.5,7.8,0,0
2020-01-06 13:00,67.9,25.9,6.2,875.0,12.9,0,0
2020-01-06 14:00,69.8,37.8,7.5,627.4,18.2,0,0
2020-01-06 15:00,63.4,27.9,6.7,553.5,47.0,0,0
2020-01-06 16:00,64.8,30.8,7.7,459.8,28.6,0,0
2020-01-06 17:00,62.1,23.2,12.7,158.0,10.2,0,0
2020-01-06 18:00,55.8,32.0,5.9,0.0,16.1,0,0
2020-01-06 19:00,53.5,28.9,5.0,0.0,35.0,0,0
2020-01-06 20:00,48.7,35.8,10.5,0.0,36.4,0,0
2020-01-06 21:00,46.1,46.1,9.8,0.0,48.6,0,0
2020-01-06 22:00,44.5,39.6,5.3,0.0,32.8,0,0
2020-01-06 23:00,46.1,35.3,9.3,0.0,26.3,0,0
2020-01-07 00:00,44.6,35.7,8.9,0.0,5.0,0,0
2020-01-07 01:00,44.1,42.8,8.8,0.0,41.6,0,0
2020-01-07 02:00,46.0,41.4,4.1,0.0,36.8,0,0
2020-01-07 03:00,43.3,43.0,12.5,0.0,20.1,0,0
2020-01-07 04:00,43.2,29.8,5.6,0.0,12.8,0,0
2020-01-07 05:00,53.1,44.1,1.8,0.0,31.2,0,0
2020-01-07 06:00,55.2,28.6,12.4,0,38.6,0,0
2020-01-07 07:00,61.6,26.3,8.6,246.0,15.6,0,0
2020-01-07 08:00,60.5,30.1,9.4,312.6,35.7,0,0
2020-01-07 09:00,63.5,27.7,3.2,562.2,16.5,0,0
2020-01-07 10:00,68.9,26.6,1.6,787.5,7.6,0,0
2020-01-07 11:00,70.8,21.8,2.9,905.3,46.9,0,0
2020-01-07 12:00,71.6,20.1,7.8,837.2,19.7,0,0
2020-01-07 13:00,67.1,26.0,6.8,793.2,25.8,0,0
2020-01-07 14:00,65.9,23.5,9.8,780.1,35.3,0,0
2020-01-07 15:00,66.1,38.8,10.8,632.2,15.9,0,0
2020-01-07 16:00,64.9,31.7,7.6,314.7,47.4,0,0
2020-01-07 17:00,61.1,41.4,10.2,223.0,19.2,0,0
2020-01-07 18:00,55.2,27.8,1.4,0.0,29.8,0,0
2020-01-07 19:00,56.5,28.0,5.8,0.0,23.4,0,0
2020-01-07 20:00,48.3,29.6,11.7,0.0,44.8,0,0
2020-01-07 21:00,47.1,38.2,12.7,0.0,31.7,0,0
2020-01-07 22:00,45.6,29.8,7.5,0.0,11.9,0,0
2020-01-07 23:00,46.3,42.1,4.2,0.0,46.4,0,0
2020-01-08 00:00,43.6,33.6,7.0,0.0,18.8,0,0
2020-01-08 01:00,48.9,31.7,3.0,0.0,49.8,0,0
2020-01-08 02:00,43.4,37.0,8.2,0.0,19.8,0,0
2020-01-08 03:00,46.0,27.4,6.6,0.0,10.7,0,0
2020-01-08 04:00,46.4,41.8,2.3,0.0,20.0,0,0
2020-01-08 05:00,52.8,26.7,11.2,0.0,23.7,0,0
2020-01-08 06:00,59.4,38.3,3.9,0,12.8,0,0
2020-01-08 07:00,61.4,34.0,11.8,169.6,6.4,0,0
2020-01-08 08:00,60.9,23.4,9.3,339.0,45.2,0,0
2020-01-08 09:00,67.2,34.4,1.1,612.7,37.7,0,0
2020-01-08 10:00,70.3,20.4,9.7,744.7,12.3,0,0
2020-01-08 11:00,70.5,29.1,5.6,671.3,48.9,0,0
2020-01-08 12:00,70.7,39.0,7.7,757.1,36.7,0,0
2020-01-08 13:00,65.9,38.1,2.0,838.1,33.5,0,0
2020-01-08 14:00,70.2,32.6,4.8,762.5,19.4,0,0
2020-01-08 15:00,64.0,40.4,11.9,496.2,48.6,0,0
2020-01-08 16:00,61.1,23.1,12.1,499.6,45.3,0,0
2020-01-08 17:00,61.3,28.4,2.9,200.1,33.1,0,0
2020-01-08 18:00,58.8,39.5,3.9,0.0,12.6,0,0
2020-01-08 19:00,56.1,34.3,2.9,0.0,24.2,0,0
2020-01-08 20:00,45.6,31.7,12.5,0.0,38.5,0,0
2020-01-08 21:00,47.6,46.2,3.5,0.0,29.8,0,0
2020-01-08 22:00,45.7,44.6,1.1,0.0,13.3,0,0
2020-01-08 23:00,43.8,45.2,5.0,0.0,21.3,0,0
2020-01-09 00:00,48.4,36.6,3.1,0.0,11.2,0,0
2020-01-09 01:00,44.3,42.6,6.9,0.0,7.6,0,0
2020-01-09 02:00,44.0,28.1,1.6,0.0,21.0,0,0
2020-01-09 03:00,43.3,46.7,3.6,0.0,22.9,0,0
2020-01-09 04:00,45.8,46.1,7.2,0.0,31.2,0,0
2020-01-09 05:00,52.2,37.3,10.0,0.0,31.9,0,0
2020-01-09 06:00,55.1,25.9,8.8,0,11.0,0,0
2020-01-09 07:00,62.2,36.0,9.9,253.6,22.7,0,0
2020-01-09 08:00,60.4,42.8,7.1,306.1,47.6,0,0
2020-01-09 09:00,65.0,40.1,5.1,491.1,23.1,0,0
2020-01-09 10:00,70.2,25.1,12.3,714.8,31.8,0,0
2020-01-09 11:00,67.3,36.1,12.0,718.9,28.8,0,0
2020-01-09 12:00,69.5,34.6,2.4,862.7,10.6,0,0
2020-01-09 13:00,68.6,35.0,6.7,906.0,45.2,0,0
2020-01-09 14:00,70.3,32.4,7.4,795.0,46.6,0,0
2020-01-09 15:00,63.9,40.4,6.2,467.0,47.0,0,0
2020-01-09 16:00,64.0,26.6,8.7,371.3,20.6,0,0
2020-01-09 17:00,58.2,26.5,2.6,170.5,49.8,0,0
2020-01-09 18:00,54.4,31.3,9.9,0.0,46.0,0,0
2020-01-09 19:00,53.1,44.3,2.8,0.0,29.5,0,0
2020-01-09 20:00,44.6,32.9,4.9,0.0,25.0,0,0
2020-01-09 21:00,44.1,29.0,11.3,0.0,29.8,0,0
2020-01-09 22:00,44.3,43.9,10.5,0.0,15.3,0,0
2020-01-09 23:00,45.5,33.1,9.1,0.0,23.0,0,0
2020-01-10 00:00,43.9,30.5,6.5,0.0,23.3,0,0
2020-01-10 01:00,45.7,39.5,2.5,0.0,42.9,0,0
2020-01-10 02:00,48.1,30.4,11.6,0.0,41.6,0,0
2020-01-10 03:00,43.2,40.7,4.6,0.0,10.0,0,0
2020-01-10 04:00,45.9,33.4,8.7,0.0,35.4,0,0
2020-01-10 05:00,56.3,32.1,5.0,0.0,34.1,0,0
2020-01-10 06:00,56.2,32.9,10.7,0,39.8,0,0
2020-01-10 07:00,58.5,35.2,13.0,224.2,31.7,0,0
2020-01-10 08:00,60.6,41.5,9.5,470.7,25.4,0,0
2020-01-10 09:00,64.1,35.0,2.4,513.8,38.4,0,0
2020-01-10 10:00,70.4,25.8,4.6,672.1,43.7,0,0
2020-01-10 11:00,71.0,26.4,12.5,691.4,24.0,0,0
2020-01-10 12:00,67.6,27.3,5.7,774.3,47.2,0,0
2020-01-10 13:00,66.7,22.1,6.9,940.5,23.8,0,0
2020-01-10 14:00,69.2,35.5,2.8,733.4,31.0,0,0
2020-01-10 15:00,62.8,23.1,3.7,441.7,31.7,0,0
2020-01-10 16:00,63.0,36.5,7.4,431.1,18.0,0,0
2020-01-10 17:00,62.0,29.4,12.1,249.9,29.6,0,0
2020-01-10 18:00,54.4,42.8,5.0,0.0,6.8,0,0
2020-01-10 19:00,52.7,36.5,12.6,0.0,27.3,0,0
2020-01-10 20:00,47.3,34.8,6.8,0.0,42.7,0,0
2020-01-10 21:00,47.2,35.8,12.3,0.0,42.0,0,0
2020-01-10 22:00,44.2,40.0,12.0,0.0,13.2,0,0
2020-01-10 23:00,48.6,32.8,3.5,0.0,5.9,0,0
2020-01-11 00:00,48.3,30.0,6.3,0.0,21.9,0,0
2020-01-11 01:00,43.9,36.9,4.7,0.0,49.9,0,0
2020-01-11 02:00,44.6,44.3,3.3,0.0,21.4,0,0
2020-01-11 03:00,46.0,35.7,2.0,0.0,28.8,0,0
2020-01-11 04:00,47.6,32.0,3.9,0.0,12.2,0,0
2020-01-11 05:00,52.1,26.2,5.8,0.0,30.4,0,0
2020-01-11 06:00,54.6,28.2,4.9,0,35.8,0,0
2020-01-11 07:00,59.7,27.5,10.2,211.5,15.8,0,0
2020-01-11 08:00,65.5,28.5,11.9,464.7,47.7,0,0
2020-01-11 09:00,63.7,36.7,7.7,479.8,21.8,0,0
2020-01-11 10:00,67.7,38.6,11.3,744.3,31.1,0,0
2020-01-11 11:00,66.3,23.6,8.7,824.9,47.8,0,0
2020-01-11 12:00,71.8,21.0,5.0,853.5,22.3,0,0
2020-01-11 13:00,67.2,31.0,5.7,943.6,17.4,0,0
2020-01-11 14:00,67.0,35.8,9.7,742.7,24.5,0,0
2020-01-11 15:00,66.0,33.5,9.4,533.9,14.5,0,0
2020-01-11 16:00,65.4,29.0,3.6,445.4,28.7,0,0
2020-01-11 17:00,58.4,26.0,6.3,253.9,41.2,0,0
2020-01-11 18:00,59.8,31.2,5.6,0.0,5.8,0,0
2020-01-11 19:00,52.2,25.9,2.7,0.0,45.5,0,0
2020-01-11 20:00,43.0,40.0,5.2,0.0,22.5,0,0
2020-01-11 21:00,43.7,35.0,7.5,0.0,20.5,0,0
2020-01-11 22:00,44.3,37.6,7.2,0.0,32.4,0,0
2020-01-11 23:00,44.9,35.5,6.3,0.0,23.1,0,0
2020-01-12 00:00,45.8,44.3,11.8,0.0,49.5,0,0
2020-01-12 01:00,43.4,36.7,10.9,0.0,18.2,0,0
2020-01-12 02:00,44.3,32.8,9.0,0.0,21.5,0,0
2020-01-12 03:00,45.1,37.2,9.7,0.0,16.9,0,0
2020-01-12 04:00,48.8,35.3,2.5,0.0,10.0,0,0
2020-01-12 05:00,55.1,34.6,11.7,0.0,16.7,0,0
2020-01-12 06:00,58.4,38.7,5.9,0,12.5,0,0
2020-01-12 07:00,61.7,33.7,7.1,193.4,6.4,0,0
2020-01-12 08:00,62.1,41.3,5.1,343.3,21.7,0,0
2020-01-12 09:00,66.2,24.5,1.1,464.0,24.3,0,0
2020-01-12 10:00,70.4,27.3,8.0,779.6,22.0,0,0
2020-01-12 11:00,68.7,20.6,6.3,866.6,33.7,0,0
2020-01-12 12:00,66.2,30.1,4.0,783.8,8.8,0,0
2020-01-12 13:00,70.4,25.4,6.5,859.0,9.1,0,0
2020-01-12 14:00,65.2,30.8,5.9,821.8,29.8,0,0
2020-01-12 15:00,66.7,30.3,6.5,658.7,24.3,0,0
2020-01-12 16:00,66.3,39.3,5.4,443.3,7.2,0,0
2020-01-12 17:00,62.3,35.2,11.8,212.4,35.6,0,0
2020-01-12 18:00,58.2,43.0,3.7,0.0,48.3,0,0
2020-01-12 19:00,56.2,37.1,1.0,0.0,44.6,0,0
2020-01-12 20:00,45.3,32.3,7.9,0.0,46.2,0,0
2020-01-12 21:00,48.7,36.0,7.1,0.0,20.0,0,0
2020-01-12 22:00,45.8,29.2,3.6,0.0,49.2,0,0
2020-01-12 23:00,48.0,37.5,7.1,0.0,45.7,0,0
2020-01-13 00:00,47.9,42.7,9.0,0.0,12.1,0,0
2020-01-13 01:00,43.8,46.8,7.2,0.0,34.7,0,0
2020-01-13 02:00,44.7,39.3,7.6,0.0,30.7,0,0
2020-01-13 03:00,43.6,31.2,8.1,0.0,34.4,0,0
2020-01-13 04:00,45.1,37.0,1.8,0.0,24.7,0,0
2020-01-13 05:00,56.8,43.7,7.4,0.0,40.5,0,0
2020-01-13 06:00,58.1,37.3,4.8,0,21.2,0,0
2020-01-13 07:00,61.2,40.0,12.6,182.5,45.1,0,0
2020-01-13 08:00,62.1,24.5,12.8,498.5,9.3,0,0
2020-01-13 09:00,67.6,36.7,8.2,537.5,6.1,0,0
2020-01-13 10:00,67.6,21.6,6.8,700.3,47.6,0,0
2020-01-13 11:00,67.6,28.8,6.8,824.6,25.9,0,0
2020-01-13 12:00,66.4,35.7,4.2,628.3,44.4,0,0
2020-01-13 13:00,67.8,36.5,6.8,597.3,36.9,0,0
2020-01-13 14:00,66.7,38.1,12.2,836.8,49.2,0,0
2020-01-13 15:00,67.0,40.8,11.5,689.8,10.6,0,0
2020-01-13 16:00,64.1,24.2,4.0,415.3,12.2,0,0
2020-01-13 17:00,59.8,31.8,12.7,200.1,17.4,0,0
2020-01-13 18:00,57.2,30.3,5.2,0.0,33.3,0,0
2020-01-13 19:00,55.0,35.2,7.7,0.0,6.8,0,0
2020-01-13 20:00,45.2,46.3,3.8,0.0,18.7,0,0
2020-01-13 21:00,43.8,39.7,2.9,0.0,13.0,0,0
2020-01-13 22:00,46.5,39.4,9.5,0.0,45.3,0,0
2020-01-13 23:00,46.3,42.2,4.6,0.0,49.2,0,0
2020-01-14 00:00,47.0,42.1,3.1,0.0,38.9,0,0
2020-01-14 01:00,48.6,29.8,7.7,0.0,18.4,0,0
2020-01-14 02:00,45.3,39.9,12.4,0.0,30.0,0,0
2020-01-14 03:00,48.2,38.5,9.4,0.0,26.4,0,0
2020-01-14 04:00,45.0,36.3,3.4,0.0,36.6,0,0
2020-01-14 05:00,53.2,31.6,11.9,0.0,17.5,0,0
2020-01-14 06:00,57.3,38.3,10.6,0,38.7,0,0
2020-01-14 07:00,61.5,29.5,6.3,175.7,22.7,0,0
2020-01-14 08:00,62.2,30.8,3.5,445.5,34.4,0,0
2020-01-14 09:00,66.1,28.1,11.2,439.0,40.7,0,0
2020-01-14 10:00,66.0,41.1,7.2,774.6,23.1,0,0
2020-01-14 11:00,68.9,36.4,9.2,918.6,36.1,0,0
2020-01-14 12:00,67.3,38.3,7.4,676.2,45.8,0,0
2020-01-14 13:00,67.0,30.2,6.8,595.3,29.9,0,0
2020-01-14 14:00,66.4,31.5,1.7,662.7,20.7,0,0
2020-01-14 15:00,66.1,29.3,3.9,685.5,38.4,0,0
2020-01-14 16:00,61.6,26.9,9.7,483.6,30.8,0,0
2020-01-14 17:00,62.9,35.8,7.1,243.4,7.6,0,0
2020-01-14 18:00,58.9,39.7,11.9,0.0,11.5,0,0
2020-01-14 19:00,52.9,43.4,5.3,0.0,33.7,0,0
2020-01-14 20:00,46.8,37.2,9.6,0.0,43.1,0,0
2020-01-14 21:00,48.2,43.3,2.8,0.0,43.9,0,0
2020-01-14 22:00,48.3,44.7,4.8,0.0,20.7,0,0
2020-01-14 23:00,45.7,43.3,1.2,0.0,5.6,0,0
2020-01-15 00:00,46.9,38.7,6.1,0.0,45.3,0,0
2020-01-15 01:00,46.9,38.1,1.6,0.0,37.7,0,0
2020-01-15 02:00,48.0,34.1,4.2,0.0,47.4,0,0
2020-01-15 03:00,48.4,32.8,12.5,0.0,18.4,0,0
2020-01-15 04:00,44.5,38.6,3.2,0.0,21.1,0,0
2020-01-15 05:00,52.8,31.5,11.9,0.0,24.9,0,0
2020-01-15 06:00,54.4,25.8,10.5,0,26.5,0,0
2020-01-15 07:00,60.6,39.7,10.3,255.6,45.6,0,0
2020-01-15 08:00,65.5,23.8,2.9,494.0,47.3,0,0
2020-01-15 09:00,65.4,39.9,4.7,489.5,9.5,0,0
2020-01-15 10:00,68.4,35.1,1.4,564.3,46.2,0,0
2020-01-15 11:00,67.4,28.9,12.2,621.3,5.6,0,0
2020-01-15 12:00,66.2,28.3,12.5,789.2,43.1,0,0
2020-01-15 13:00,70.7,21.8,7.3,932.2,30.6,0,0
2020-01-15 14:00,67.0,34.3,3.7,788.5,18.0,0,0
2020-01-15 15:00,64.1,40.0,11.4,561.0,49.8,0,0
2020-01-15 16:00,61.5,41.7,7.3,321.6,43.8,0,0
2020-01-15 17:00,61.9,35.0,3.0,188.4,10.9,0,0
2020-01-15 18:00,57.8,27.0,6.4,0.0,7.4,0,0
2020-01-15 19:00,54.7,37.7,11.5,0.0,10.3,0,0
2020-01-15 20:00,43.8,33.6,2.5,0.0,18.3,0,0
2020-01-15 21:00,46.9,41.3,6.9,0.0,37.7,0,0
2020-01-15 22:00,43.5,36.1,11.6,0.0,27.9,0,0
2020-01-15 23:00,45.8,35.3,4.9,0.0,29.6,0,0
2020-01-16 00:00,45.1,28.6,11.1,0.0,33.7,0,0
2020-01-16 01:00,44.2,41.4,4.1,0.0,30.3,0,0
2020-01-16 02:00,46.3,45.9,4.6,0.0,9.3,0,0
2020-01-16 03:00,46.6,30.4,12.1,0.0,12.8,0,0
2020-01-16 04:00,46.8,31.6,3.7,0.0,21.8,0,0
2020-01-16 05:00,53.1,38.4,5.0,0.0,20.4,0,0
2020-01-16 06:00,59.5,36.1,2.6,0,7.7,0,0
2020-01-16 07:00,61.0,30.5,4.6,191.4,5.1,0,0
2020-01-16 08:00,60.6,42.0,8.4,482.4,41.5,0,0
2020-01-16 09:00,67.9,32.8,1.8,456.5,40.1,0,0
2020-01-16 10:00,67.4,23.0,1.7,721.5,10.6,0,0
2020-01-16 11:00,70.4,36.9,8.9,711.8,11.7,0,0
2020-01-16 12:00,71.6,29.7,3.7,890.9,5.5,0,0
2020-01-16 13:00,68.4,21.2,8.2,948.7,48.0,0,0
2020-01-16 14:00,69.9,25.8,2.2,695.5,28.5,0,0
2020-01-16 15:00,67.7,31.3,9.8,656.9,25.2,0,0
2020-01-16 16:00,63.6,36.0,3.2,352.3,34.8,0,0
2020-01-16 17:00,59.6,42.0,8.0,209.1,15.3,0,0
2020-01-16 18:00,57.9,37.2,8.7,0.0,24.3,0,0
2020-01-16 19:00,56.1,39.7,1.0,0.0,31.2,0,0
2020-01-16 20:00,46.7,44.5,8.8,0.0,44.7,0,0
2020-01-16 21:00,43.3,45.7,6.2,0.0,33.0,0,0
2020-01-16 22:00,46.6,29.0,10.0,0.0,33.9,0,0
2020-01-16 23:00,45.4,31.4,12.6,0.0,34.5,0,0
2020-01-17 00:00,44.3,38.4,5.7,0.0,20.9,0,0
2020-01-17 01:00,44.6,33.1,8.9,0.0,30.9,0,0
2020-01-17 02:00,46.3,41.0,11.1,0.0,33.0,0,0
2020-01-17 03:00,46.9,45.7,2.4,0.0,34.8,0,0
2020-01-17 04:00,47.6,37.4,12.7,0.0,41.6,0,0
2020-01-17 05:00,53.8,44.6,8.6,0.0,19.9,0,0
2020-01-17 06:00,55.3,36.0,10.3,0,15.3,0,0
2020-01-17 07:00,58.8,38.1,10.7,193.0,28.4,0,0
2020-01-17 08:00,64.6,29.0,4.0,496.2,31.2,0,0
2020-01-17 09:00,64.4,36.0,12.5,593.8,48.3,0,0
2020-01-17 10:00,65.3,26.5,3.0,839.0,23.6,0,0
2020-01-17 11:00,67.5,37.0,11.5,896.4,16.5,0,0
2020-01-17 12:00,66.2,23.9,7.5,698.9,31.0,0,0
2020-01-17 13:00,69.1,36.2,7.8,945.6,36.6,0,0
