bus_name,voltage_pu,violation
bus_fuse-xfmr-000188,0.949,under
bus_xfmr-000188,0.949,under
bus_fuse-xfmr-000189,0.9489,under
bus_xfmr-000189,0.9489,under
bus_fuse-xfmr-000190,0.898,under
bus_xfmr-000190,0.898,under
bus_fuse-xfmr-000191,0.9489,under
bus_xfmr-000191,0.9489,under
bus_fuse-xfmr-000192,0.898,under
bus_xfmr-000192,0.898,under
bus_fuse-xfmr-000193,0.747,under
bus_xfmr-000193,0.747,under
bus_fuse-xfmr-000194,0.747,under
bus_xfmr-000194,0.7471,under
bus_fuse-xfmr-000195,0.898,under
bus_xfmr-000195,0.898,under
bus_fuse-xfmr-000196,0.898,under
bus_xfmr-000196,0.898,under
bus_fuse-xfmr-000197,0.747,under
bus_xfmr-000197,0.7469,under
bus_fuse-xfmr-000198,0.898,under
bus_xfmr-000198,0.8979,under
bus_fuse-xfmr-000199,0.7471,under
bus_xfmr-000199,0.7473,under
bus_fuse-xfmr-000200,0.747,under
bus_xfmr-000200,0.747,under
bus_fuse-xfmr-000201,0.898,under
bus_xfmr-000201,0.8978,under
bus_fuse-xfmr-000202,0.747,under
bus_xfmr-000202,0.7471,under
bus_fuse-xfmr-000203,0.898,under
bus_xfmr-000203,0.898,under
bus_fuse-xfmr-000204,0.7471,under
bus_xfmr-000204,0.7473,under
bus_fuse-xfmr-000205,0.747,under
bus_xfmr-000205,0.747,under
bus_fuse-xfmr-000206,0.747,under
bus_xfmr-000206,0.7471,under
bus_fuse-xfmr-000207,0.898,under
bus_xfmr-000207,0.8979,under
bus_fuse-xfmr-000208,0.747,under
bus_xfmr-000208,0.7471,under
bus_fuse-xfmr-000209,0.747,under
bus_xfmr-000209,0.7469,under
bus_fuse-xfmr-000210,0.898,under
bus_xfmr-000210,0.8981,under
bus_fuse-xfmr-000211,0.898,under
bus_xfmr-000211,0.8977,under
bus_fuse-xfmr-000212,0.747,under
bus_xfmr-000212,0.7469,under
bus_fuse-xfmr-000213,0.7469,under
bus_xfmr-000213,0.7464,under
bus_fuse-xfmr-000214,0.9489,under
bus_xfmr-000214,0.9489,under
bus_fuse-xfmr-000215,0.747,under
bus_xfmr-000215,0.747,under
bus_fuse-xfmr-000216,0.898,under
bus_xfmr-000216,0.8979,under
bus_fuse-xfmr-000217,0.898,under
bus_xfmr-000217,0.8979,under
bus_fuse-xfmr-000218,0.9489,under
bus_xfmr-000218,0.9489,under
bus_fuse-xfmr-000219,0.898,under
bus_xfmr-000219,0.8978,under
bus_fuse-xfmr-000220,0.747,under
bus_xfmr-000220,0.747,under
bus_fuse-xfmr-000221,0.8979,under
bus_xfmr-000221,0.8973,under
bus_fuse-xfmr-000222,0.898,under
bus_xfmr-000222,0.8977,under
bus_fuse-xfmr-000223,0.9489,under
bus_xfmr-000223,0.9489,under
bus_fuse-xfmr-000224,0.7469,under
bus_xfmr-000224,0.7464,under
bus_fuse-xfmr-000225,0.949,under
bus_xfmr-000225,0.949,under
bus_jct-fdr-0001-006,0.9458,under
bus_fuse-xfmr-000226,0.7373,under
bus_xfmr-000226,0.7372,under
bus_fuse-xfmr-000227,0.7373,under
bus_xfmr-000227,0.7372,under
bus_fuse-xfmr-000228,0.7373,under
bus_xfmr-000228,0.7373,under
bus_fuse-xfmr-000229,0.7372,under
bus_xfmr-000229,0.7372,under
bus_fuse-xfmr-000230,0.8929,under
bus_xfmr-000230,0.8928,under
bus_fuse-xfmr-000231,0.7372,under
bus_xfmr-000231,0.7372,under
bus_fuse-xfmr-000232,0.7373,under
bus_xfmr-000232,0.7373,under
bus_fuse-xfmr-000233,0.7373,under
bus_xfmr-000233,0.7372,under
bus_fuse-xfmr-000234,0.7372,under
bus_xfmr-000234,0.7371,under
bus_fuse-xfmr-000235,0.7372,under
bus_xfmr-000235,0.7372,under
bus_fuse-xfmr-000236,0.9458,under
bus_xfmr-000236,0.9457,under
bus_fuse-xfmr-000237,0.8929,under
bus_xfmr-000237,0.8929,under
bus_fuse-xfmr-000238,0.8929,under
bus_xfmr-000238,0.8929,under
bus_fuse-xfmr-000239,0.8929,under
bus_xfmr-000239,0.8929,under
bus_fuse-xfmr-000240,0.7372,under
bus_xfmr-000240,0.7371,under
bus_fuse-xfmr-000241,0.7372,under
bus_xfmr-000241,0.7368,under
bus_fuse-xfmr-000242,0.8929,under
bus_xfmr-000242,0.8929,under
bus_fuse-xfmr-000243,0.9458,under
bus_xfmr-000243,0.9458,under
bus_fuse-xfmr-000244,0.7372,under
bus_xfmr-000244,0.7372,under
bus_fuse-xfmr-000245,0.8929,under
bus_xfmr-000245,0.8929,under
bus_fuse-xfmr-000246,0.7372,under
bus_xfmr-000246,0.7372,under
bus_fuse-xfmr-000247,0.8934,under
bus_xfmr-000247,0.896,under
bus_fuse-xfmr-000248,0.9458,under
bus_xfmr-000248,0.9458,under
bus_fuse-xfmr-000249,0.7372,under
bus_xfmr-000249,0.737,under
bus_fuse-xfmr-000250,0.7372,under
bus_xfmr-000250,0.7371,under
bus_fuse-xfmr-000251,0.8929,under
bus_xfmr-000251,0.8929,under
bus_fuse-xfmr-000252,0.7372,under
bus_xfmr-000252,0.7371,under
bus_fuse-xfmr-000253,0.8932,under
bus_xfmr-000253,0.8949,under
bus_fuse-xfmr-000254,0.9458,under
bus_xfmr-000254,0.9458,under
bus_fuse-xfmr-000255,0.8929,under
bus_xfmr-000255,0.8929,under
bus_fuse-xfmr-000256,0.7372,under
bus_xfmr-000256,0.7372,under
bus_fuse-xfmr-000257,0.7372,under
bus_xfmr-000257,0.7368,under
bus_fuse-xfmr-000258,0.7372,under
bus_xfmr-000258,0.7369,under
bus_fuse-xfmr-000259,0.7372,under
bus_xfmr-000259,0.7372,under
bus_fuse-xfmr-000260,0.8929,under
bus_xfmr-000260,0.8928,under
bus_fuse-xfmr-000261,0.7372,under
bus_xfmr-000261,0.7371,under
bus_fuse-xfmr-000262,0.8929,under
bus_xfmr-000262,0.8929,under
bus_fuse-xfmr-000263,0.9458,under
bus_xfmr-000263,0.9457,under
bus_fuse-xfmr-000264,0.9458,under
bus_xfmr-000264,0.9458,under
bus_fuse-xfmr-000265,0.9458,under
bus_xfmr-000265,0.9459,under
bus_fuse-xfmr-000266,0.8929,under
bus_xfmr-000266,0.8929,under
bus_fuse-xfmr-000267,0.8929,under
bus_xfmr-000267,0.8924,under
bus_fuse-xfmr-000268,0.9458,under
bus_xfmr-000268,0.9458,under
bus_fuse-xfmr-000269,0.7372,under
bus_xfmr-000269,0.7372,under
bus_fuse-xfmr-000270,0.8928,under
bus_xfmr-000270,0.8924,under
bus_jct-fdr-0001-007,0.9438,under
bus_fuse-xfmr-000271,0.8896,under
bus_xfmr-000271,0.8896,under
bus_fuse-xfmr-000272,0.8896,under
bus_xfmr-000272,0.8896,under
bus_fuse-xfmr-000273,0.8896,under
bus_xfmr-000273,0.8896,under
bus_fuse-xfmr-000274,0.9438,under
bus_xfmr-000274,0.9438,under
bus_fuse-xfmr-000275,0.7308,under
bus_xfmr-000275,0.7308,under
bus_fuse-xfmr-000276,0.8896,under
bus_xfmr-000276,0.8896,under
bus_fuse-xfmr-000277,0.8896,under
bus_xfmr-000277,0.8896,under
bus_fuse-xfmr-000278,0.8896,under
bus_xfmr-000278,0.8896,under
bus_fuse-xfmr-000279,0.8896,under
bus_xfmr-000279,0.8895,under
bus_fuse-xfmr-000280,0.8896,under
bus_xfmr-000280,0.8896,under
bus_fuse-xfmr-000281,0.7308,under
bus_xfmr-000281,0.7307,under
bus_fuse-xfmr-000282,0.8895,under
bus_xfmr-000282,0.8895,under
bus_fuse-xfmr-000283,0.7308,under
bus_xfmr-000283,0.7307,under
bus_fuse-xfmr-000284,0.7308,under
bus_xfmr-000284,0.7309,under
bus_fuse-xfmr-000285,0.9438,under
bus_xfmr-000285,0.9437,under
bus_fuse-xfmr-000286,0.9438,under
bus_xfmr-000286,0.9438,under
bus_fuse-xfmr-000287,0.8896,under
bus_xfmr-000287,0.8896,under
bus_fuse-xfmr-000288,0.7307,under
bus_xfmr-000288,0.7306,under
bus_fuse-xfmr-000289,0.8895,under
bus_xfmr-000289,0.8895,under
bus_fuse-xfmr-000290,0.7308,under
bus_xfmr-000290,0.731,under
bus_fuse-xfmr-000291,0.8896,under
bus_xfmr-000291,0.8895,under
bus_fuse-xfmr-000292,0.7308,under
bus_xfmr-000292,0.731,under
bus_fuse-xfmr-000293,0.8896,under
bus_xfmr-000293,0.8897,under
bus_fuse-xfmr-000294,0.7308,under
bus_xfmr-000294,0.7309,under
bus_fuse-xfmr-000295,0.8895,under
bus_xfmr-000295,0.8894,under
bus_fuse-xfmr-000296,0.7307,under
bus_xfmr-000296,0.7304,under
bus_fuse-xfmr-000297,0.9438,under
bus_xfmr-000297,0.9438,under
bus_fuse-xfmr-000298,0.8895,under
bus_xfmr-000298,0.8895,under
bus_fuse-xfmr-000299,0.9438,under
bus_xfmr-000299,0.9442,under
bus_fuse-xfmr-000300,0.9438,under
bus_xfmr-000300,0.9438,under
bus_fuse-xfmr-000301,0.9438,under
bus_xfmr-000301,0.9438,under
bus_fuse-xfmr-000302,0.8895,under
bus_xfmr-000302,0.8895,under
bus_fuse-xfmr-000303,0.7308,under
bus_xfmr-000303,0.7307,under
bus_fuse-xfmr-000304,0.7308,under
bus_xfmr-000304,0.7308,under
bus_fuse-xfmr-000305,0.7307,under
bus_xfmr-000305,0.7304,under
bus_fuse-xfmr-000306,0.9438,under
bus_xfmr-000306,0.9437,under
bus_fuse-xfmr-000307,0.9437,under
bus_xfmr-000307,0.9436,under
bus_fuse-xfmr-000308,0.7308,under
bus_xfmr-000308,0.7307,under
bus_fuse-xfmr-000309,0.7308,under
bus_xfmr-000309,0.7308,under
bus_fuse-xfmr-000310,0.8896,under
bus_xfmr-000310,0.8896,under
bus_fuse-xfmr-000311,0.8897,under
bus_xfmr-000311,0.8907,under
bus_fuse-xfmr-000312,0.7308,under
bus_xfmr-000312,0.7308,under
bus_fuse-xfmr-000313,0.7308,under
bus_xfmr-000313,0.731,under
bus_fuse-xfmr-000314,0.8895,under
bus_xfmr-000314,0.8895,under
bus_fuse-xfmr-000315,0.7308,under
bus_xfmr-000315,0.7306,under
bus_jct-fdr-0001-008,0.9426,under
bus_fuse-xfmr-000316,0.8877,under
bus_xfmr-000316,0.8877,under
bus_fuse-xfmr-000317,0.9426,under
bus_xfmr-000317,0.9426,under
bus_fuse-xfmr-000318,0.7272,under
bus_xfmr-000318,0.7272,under
bus_fuse-xfmr-000319,0.8877,under
bus_xfmr-000319,0.8877,under
bus_fuse-xfmr-000320,0.7271,under
bus_xfmr-000320,0.7271,under
bus_fuse-xfmr-000321,0.7272,under
bus_xfmr-000321,0.7272,under
bus_fuse-xfmr-000322,0.7272,under
bus_xfmr-000322,0.7271,under
bus_fuse-xfmr-000323,0.7272,under
bus_xfmr-000323,0.7272,under
bus_fuse-xfmr-000324,0.8877,under
bus_xfmr-000324,0.8876,under
bus_fuse-xfmr-000325,0.9426,under
bus_xfmr-000325,0.9426,under
bus_fuse-xfmr-000326,0.8877,under
bus_xfmr-000326,0.8877,under
bus_fuse-xfmr-000327,0.7271,under
bus_xfmr-000327,0.727,under
bus_fuse-xfmr-000328,0.7271,under
bus_xfmr-000328,0.7271,under
bus_fuse-xfmr-000329,0.8877,under
bus_xfmr-000329,0.8877,under
bus_fuse-xfmr-000330,0.7271,under
bus_xfmr-000330,0.7271,under
bus_fuse-xfmr-000331,0.7276,under
bus_xfmr-000331,0.73,under
bus_fuse-xfmr-000332,0.8877,under
bus_xfmr-000332,0.8876,under
bus_fuse-xfmr-000333,0.8877,under
bus_xfmr-000333,0.8876,under
bus_fuse-xfmr-000334,0.9426,under
bus_xfmr-000334,0.9426,under
bus_fuse-xfmr-000335,0.7272,under
bus_xfmr-000335,0.7273,under
bus_fuse-xfmr-000336,0.7271,under
bus_xfmr-000336,0.7267,under
bus_fuse-xfmr-000337,0.8877,under
bus_xfmr-000337,0.8878,under
bus_fuse-xfmr-000338,0.8877,under
bus_xfmr-000338,0.8877,under
bus_fuse-xfmr-000339,0.8877,under
bus_xfmr-000339,0.8876,under
bus_fuse-xfmr-000340,0.7271,under
bus_xfmr-000340,0.727,under
bus_fuse-xfmr-000341,0.7272,under
bus_xfmr-000341,0.7274,under
bus_fuse-xfmr-000342,0.8877,under
bus_xfmr-000342,0.8877,under
bus_fuse-xfmr-000343,0.8877,under
bus_xfmr-000343,0.8876,under
bus_fuse-xfmr-000344,0.8877,under
bus_xfmr-000344,0.8877,under
bus_fuse-xfmr-000345,0.7272,under
bus_xfmr-000345,0.7271,under
bus_fuse-xfmr-000346,0.8877,under
bus_xfmr-000346,0.8877,under
bus_fuse-xfmr-000347,0.727,under
bus_xfmr-000347,0.7264,under
bus_fuse-xfmr-000348,0.7271,under
bus_xfmr-000348,0.7266,under
bus_fuse-xfmr-000349,0.7272,under
bus_xfmr-000349,0.7273,under
bus_fuse-xfmr-000350,0.7272,under
bus_xfmr-000350,0.7272,under
bus_fuse-xfmr-000351,0.7272,under
bus_xfmr-000351,0.7271,under
bus_fuse-xfmr-000352,0.7271,under
bus_xfmr-000352,0.7268,under
bus_fuse-xfmr-000353,0.7271,under
bus_xfmr-000353,0.7268,under
bus_fuse-xfmr-000354,0.8877,under
bus_xfmr-000354,0.8877,under
bus_fuse-xfmr-000355,0.9426,under
bus_xfmr-000355,0.9426,under
bus_fuse-xfmr-000356,0.7272,under
bus_xfmr-000356,0.7271,under
bus_fuse-xfmr-000357,0.9426,under
bus_xfmr-000357,0.9427,under
bus_fuse-xfmr-000358,0.8877,under
bus_xfmr-000358,0.8877,under
bus_fuse-xfmr-000359,0.727,under
bus_xfmr-000359,0.7261,under
bus_fuse-xfmr-000360,0.8877,under
bus_xfmr-000360,0.8876,under
bus_jct-fdr-0001-009,0.9425,under
bus_fuse-xfmr-000361,0.8875,under
bus_xfmr-000361,0.8875,under
bus_fuse-xfmr-000362,0.8875,under
bus_xfmr-000362,0.8875,under
bus_fuse-xfmr-000363,0.8875,under
bus_xfmr-000363,0.8875,under
bus_fuse-xfmr-000364,0.8875,under
bus_xfmr-000364,0.8875,under
bus_fdr-0001-tail,0.9425,under
bus_fuse-xfmr-000365,0.8204,under
bus_xfmr-000365,0.8204,under
bus_fuse-xfmr-000367,0.9344,under
bus_xfmr-000367,0.9345,under
bus_fuse-xfmr-000370,0.8204,under
bus_xfmr-000370,0.8205,under
bus_fuse-xfmr-000371,0.9344,under
bus_xfmr-000371,0.9344,under
bus_fuse-xfmr-000373,0.8204,under
bus_xfmr-000373,0.8205,under
bus_fuse-xfmr-000374,0.9344,under
bus_xfmr-000374,0.9344,under
bus_fuse-xfmr-000375,0.8204,under
bus_xfmr-000375,0.8202,under
bus_fuse-xfmr-000376,0.9344,under
bus_xfmr-000376,0.9344,under
bus_fuse-xfmr-000377,0.8204,under
bus_xfmr-000377,0.8203,under
bus_fuse-xfmr-000378,0.8204,under
bus_xfmr-000378,0.8204,under
bus_fuse-xfmr-000379,0.9344,under
bus_xfmr-000379,0.9344,under
bus_fuse-xfmr-000380,0.8204,under
bus_xfmr-000380,0.8205,under
bus_fuse-xfmr-000381,0.9344,under
bus_xfmr-000381,0.9341,under
bus_fuse-xfmr-000382,0.9344,under
bus_xfmr-000382,0.9344,under
bus_fuse-xfmr-000383,0.9344,under
bus_xfmr-000383,0.9344,under
bus_fuse-xfmr-000384,0.7979,under
