bus_name,voltage_pu,violation
bus_xfmr-000126,0.7921,under
bus_fuse-xfmr-000127,0.9202,under
bus_xfmr-000127,0.9202,under
bus_fuse-xfmr-000128,0.9202,under
bus_xfmr-000128,0.9202,under
bus_fuse-xfmr-000129,0.7925,under
bus_xfmr-000129,0.7926,under
bus_fuse-xfmr-000130,0.9202,under
bus_xfmr-000130,0.9201,under
bus_fuse-xfmr-000131,0.7926,under
bus_xfmr-000131,0.7934,under
bus_fuse-xfmr-000132,0.9202,under
bus_xfmr-000132,0.9201,under
bus_fuse-xfmr-000133,0.7928,under
bus_xfmr-000133,0.7947,under
bus_fuse-xfmr-000134,0.9202,under
bus_xfmr-000134,0.9202,under
bus_fuse-xfmr-000135,0.9203,under
bus_xfmr-000135,0.9203,under
bus_fuse-xfmr-000137,0.9116,under
bus_xfmr-000137,0.9116,under
bus_fuse-xfmr-000138,0.9116,under
bus_xfmr-000138,0.9116,under
bus_fuse-xfmr-000139,0.7747,under
bus_xfmr-000139,0.7747,under
bus_fuse-xfmr-000140,0.7748,under
bus_xfmr-000140,0.7748,under
bus_fuse-xfmr-000141,0.9116,under
bus_xfmr-000141,0.9117,under
bus_fuse-xfmr-000143,0.9116,under
bus_xfmr-000143,0.9116,under
bus_fuse-xfmr-000144,0.9116,under
bus_xfmr-000144,0.9117,under
bus_fuse-xfmr-000146,0.9116,under
bus_xfmr-000146,0.9116,under
bus_fuse-xfmr-000147,0.9116,under
bus_xfmr-000147,0.9116,under
bus_fuse-xfmr-000148,0.9116,under
bus_xfmr-000148,0.9117,under
bus_fuse-xfmr-000149,0.7747,under
bus_xfmr-000149,0.7747,under
bus_fuse-xfmr-000150,0.7747,under
bus_xfmr-000150,0.7747,under
bus_fuse-xfmr-000151,0.9116,under
bus_xfmr-000151,0.9116,under
bus_fuse-xfmr-000152,0.7747,under
bus_xfmr-000152,0.7742,under
bus_fuse-xfmr-000153,0.7747,under
bus_xfmr-000153,0.7743,under
bus_fuse-xfmr-000154,0.9116,under
bus_xfmr-000154,0.9115,under
bus_fuse-xfmr-000155,0.9116,under
bus_xfmr-000155,0.9117,under
bus_fuse-xfmr-000156,0.7748,under
bus_xfmr-000156,0.7748,under
bus_fuse-xfmr-000158,0.9118,under
bus_xfmr-000158,0.913,under
bus_fuse-xfmr-000160,0.7748,under
bus_xfmr-000160,0.7749,under
bus_fuse-xfmr-000163,0.9116,under
bus_xfmr-000163,0.9115,under
bus_fuse-xfmr-000164,0.7747,under
bus_xfmr-000164,0.7743,under
bus_fuse-xfmr-000165,0.7748,under
bus_xfmr-000165,0.7749,under
bus_fuse-xfmr-000166,0.9116,under
bus_xfmr-000166,0.9117,under
bus_fuse-xfmr-000167,0.7746,under
bus_xfmr-000167,0.7739,under
bus_fuse-xfmr-000168,0.9116,under
bus_xfmr-000168,0.9111,under
bus_fuse-xfmr-000170,0.7748,under
bus_xfmr-000170,0.7748,under
bus_fuse-xfmr-000171,0.9116,under
bus_xfmr-000171,0.9117,under
bus_fuse-xfmr-000172,0.7748,under
bus_xfmr-000172,0.7748,under
bus_fuse-xfmr-000173,0.9116,under
bus_xfmr-000173,0.9116,under
bus_fuse-xfmr-000174,0.7746,under
bus_xfmr-000174,0.774,under
bus_fuse-xfmr-000175,0.7747,under
bus_xfmr-000175,0.7747,under
bus_fuse-xfmr-000176,0.9116,under
bus_xfmr-000176,0.9115,under
bus_fuse-xfmr-000177,0.7747,under
bus_xfmr-000177,0.7744,under
bus_fuse-xfmr-000178,0.9116,under
bus_xfmr-000178,0.9117,under
bus_fuse-xfmr-000179,0.9117,under
bus_xfmr-000179,0.9118,under
bus_fuse-xfmr-000180,0.9115,under
bus_xfmr-000180,0.911,under
bus_fuse-xfmr-000182,0.9056,under
bus_xfmr-000182,0.9056,under
bus_fuse-xfmr-000183,0.7625,under
bus_xfmr-000183,0.7625,under
bus_fuse-xfmr-000184,0.9056,under
bus_xfmr-000184,0.9056,under
bus_fuse-xfmr-000185,0.9056,under
bus_xfmr-000185,0.9056,under
bus_fuse-xfmr-000186,0.7625,under
bus_xfmr-000186,0.7624,under
bus_fuse-xfmr-000187,0.9056,under
bus_xfmr-000187,0.9057,under
bus_fuse-xfmr-000190,0.9056,under
bus_xfmr-000190,0.9056,under
bus_fuse-xfmr-000192,0.9056,under
bus_xfmr-000192,0.9056,under
bus_fuse-xfmr-000193,0.7625,under
bus_xfmr-000193,0.7625,under
bus_fuse-xfmr-000194,0.7625,under
bus_xfmr-000194,0.7625,under
bus_fuse-xfmr-000195,0.9056,under
bus_xfmr-000195,0.9056,under
bus_fuse-xfmr-000196,0.9056,under
bus_xfmr-000196,0.9055,under
bus_fuse-xfmr-000197,0.7625,under
bus_xfmr-000197,0.7623,under
bus_fuse-xfmr-000198,0.9056,under
bus_xfmr-000198,0.9055,under
bus_fuse-xfmr-000199,0.7625,under
bus_xfmr-000199,0.7627,under
bus_fuse-xfmr-000200,0.7625,under
bus_xfmr-000200,0.7625,under
bus_fuse-xfmr-000201,0.9056,under
bus_xfmr-000201,0.9054,under
bus_fuse-xfmr-000202,0.7625,under
bus_xfmr-000202,0.7625,under
bus_fuse-xfmr-000203,0.9056,under
bus_xfmr-000203,0.9056,under
bus_fuse-xfmr-000204,0.7625,under
bus_xfmr-000204,0.7627,under
bus_fuse-xfmr-000205,0.7625,under
bus_xfmr-000205,0.7625,under
bus_fuse-xfmr-000206,0.7625,under
bus_xfmr-000206,0.7625,under
bus_fuse-xfmr-000207,0.9056,under
bus_xfmr-000207,0.9055,under
bus_fuse-xfmr-000208,0.7625,under
bus_xfmr-000208,0.7625,under
bus_fuse-xfmr-000209,0.7625,under
bus_xfmr-000209,0.7624,under
bus_fuse-xfmr-000210,0.9056,under
bus_xfmr-000210,0.9057,under
bus_fuse-xfmr-000211,0.9056,under
bus_xfmr-000211,0.9053,under
bus_fuse-xfmr-000212,0.7625,under
bus_xfmr-000212,0.7624,under
bus_fuse-xfmr-000213,0.7624,under
bus_xfmr-000213,0.7617,under
bus_fuse-xfmr-000215,0.7625,under
bus_xfmr-000215,0.7625,under
bus_fuse-xfmr-000216,0.9056,under
bus_xfmr-000216,0.9055,under
bus_fuse-xfmr-000217,0.9056,under
bus_xfmr-000217,0.9055,under
bus_fuse-xfmr-000219,0.9056,under
bus_xfmr-000219,0.9053,under
bus_fuse-xfmr-000220,0.7625,under
bus_xfmr-000220,0.7624,under
bus_fuse-xfmr-000221,0.9055,under
bus_xfmr-000221,0.9047,under
bus_fuse-xfmr-000222,0.9055,under
bus_xfmr-000222,0.9052,under
bus_fuse-xfmr-000224,0.7624,under
bus_xfmr-000224,0.7617,under
bus_fuse-xfmr-000226,0.7527,under
bus_xfmr-000226,0.7527,under
bus_fuse-xfmr-000227,0.7527,under
bus_xfmr-000227,0.7527,under
bus_fuse-xfmr-000228,0.7527,under
bus_xfmr-000228,0.7527,under
bus_fuse-xfmr-000229,0.7527,under
bus_xfmr-000229,0.7526,under
bus_fuse-xfmr-000230,0.9005,under
bus_xfmr-000230,0.9004,under
bus_fuse-xfmr-000231,0.7527,under
bus_xfmr-000231,0.7526,under
bus_fuse-xfmr-000232,0.7527,under
bus_xfmr-000232,0.7527,under
bus_fuse-xfmr-000233,0.7527,under
bus_xfmr-000233,0.7527,under
bus_fuse-xfmr-000234,0.7526,under
bus_xfmr-000234,0.7525,under
bus_fuse-xfmr-000235,0.7527,under
bus_xfmr-000235,0.7526,under
bus_fuse-xfmr-000237,0.9006,under
bus_xfmr-000237,0.9006,under
bus_fuse-xfmr-000238,0.9006,under
bus_xfmr-000238,0.9006,under
bus_fuse-xfmr-000239,0.9006,under
bus_xfmr-000239,0.9005,under
bus_fuse-xfmr-000240,0.7526,under
bus_xfmr-000240,0.7525,under
bus_fuse-xfmr-000241,0.7526,under
bus_xfmr-000241,0.7522,under
bus_fuse-xfmr-000242,0.9006,under
bus_xfmr-000242,0.9006,under
bus_fuse-xfmr-000244,0.7527,under
bus_xfmr-000244,0.7526,under
bus_fuse-xfmr-000245,0.9006,under
bus_xfmr-000245,0.9006,under
bus_fuse-xfmr-000246,0.7527,under
bus_xfmr-000246,0.7526,under
bus_fuse-xfmr-000247,0.901,under
bus_xfmr-000247,0.9033,under
bus_fuse-xfmr-000249,0.7526,under
bus_xfmr-000249,0.7524,under
bus_fuse-xfmr-000250,0.7526,under
bus_xfmr-000250,0.7524,under
bus_fuse-xfmr-000251,0.9006,under
bus_xfmr-000251,0.9005,under
bus_fuse-xfmr-000252,0.7526,under
bus_xfmr-000252,0.7524,under
bus_fuse-xfmr-000253,0.9008,under
bus_xfmr-000253,0.9024,under
bus_fuse-xfmr-000255,0.9006,under
bus_xfmr-000255,0.9005,under
bus_fuse-xfmr-000256,0.7527,under
bus_xfmr-000256,0.7526,under
bus_fuse-xfmr-000257,0.7526,under
bus_xfmr-000257,0.7521,under
bus_fuse-xfmr-000258,0.7526,under
bus_xfmr-000258,0.7523,under
bus_fuse-xfmr-000259,0.7527,under
bus_xfmr-000259,0.7526,under
bus_fuse-xfmr-000260,0.9006,under
bus_xfmr-000260,0.9004,under
bus_fuse-xfmr-000261,0.7526,under
bus_xfmr-000261,0.7525,under
bus_fuse-xfmr-000262,0.9006,under
bus_xfmr-000262,0.9005,under
bus_fuse-xfmr-000266,0.9006,under
bus_xfmr-000266,0.9005,under
bus_fuse-xfmr-000267,0.9005,under
bus_xfmr-000267,0.9,under
bus_fuse-xfmr-000269,0.7526,under
bus_xfmr-000269,0.7525,under
bus_fuse-xfmr-000270,0.9005,under
bus_xfmr-000270,0.8999,under
bus_jct-fdr-0001-007,0.9492,under
bus_fuse-xfmr-000271,0.8972,under
bus_xfmr-000271,0.8972,under
bus_fuse-xfmr-000272,0.8972,under
bus_xfmr-000272,0.8972,under
bus_fuse-xfmr-000273,0.8972,under
bus_xfmr-000273,0.8972,under
bus_fuse-xfmr-000274,0.9492,under
bus_xfmr-000274,0.9492,under
bus_fuse-xfmr-000275,0.7461,under
bus_xfmr-000275,0.7461,under
bus_fuse-xfmr-000276,0.8972,under
bus_xfmr-000276,0.8972,under
bus_fuse-xfmr-000277,0.8972,under
bus_xfmr-000277,0.8972,under
bus_fuse-xfmr-000278,0.8972,under
bus_xfmr-000278,0.8972,under
bus_fuse-xfmr-000279,0.8972,under
bus_xfmr-000279,0.8972,under
bus_fuse-xfmr-000280,0.8972,under
bus_xfmr-000280,0.8972,under
bus_fuse-xfmr-000281,0.7461,under
bus_xfmr-000281,0.7461,under
bus_fuse-xfmr-000282,0.8972,under
bus_xfmr-000282,0.8972,under
bus_fuse-xfmr-000283,0.7461,under
bus_xfmr-000283,0.7461,under
bus_fuse-xfmr-000284,0.7462,under
bus_xfmr-000284,0.7465,under
bus_fuse-xfmr-000285,0.9492,under
bus_xfmr-000285,0.9491,under
bus_fuse-xfmr-000286,0.9492,under
bus_xfmr-000286,0.9492,under
bus_fuse-xfmr-000287,0.8972,under
bus_xfmr-000287,0.8972,under
bus_fuse-xfmr-000288,0.7461,under
bus_xfmr-000288,0.746,under
bus_fuse-xfmr-000289,0.8972,under
bus_xfmr-000289,0.8972,under
bus_fuse-xfmr-000290,0.7462,under
bus_xfmr-000290,0.7463,under
bus_fuse-xfmr-000291,0.8972,under
bus_xfmr-000291,0.8972,under
bus_fuse-xfmr-000292,0.7462,under
bus_xfmr-000292,0.7463,under
bus_fuse-xfmr-000293,0.8972,under
bus_xfmr-000293,0.8973,under
bus_fuse-xfmr-000294,0.7461,under
bus_xfmr-000294,0.7461,under
bus_fuse-xfmr-000295,0.8972,under
bus_xfmr-000295,0.8971,under
bus_fuse-xfmr-000296,0.7461,under
bus_xfmr-000296,0.7457,under
bus_fuse-xfmr-000297,0.9492,under
bus_xfmr-000297,0.9491,under
bus_fuse-xfmr-000298,0.8972,under
bus_xfmr-000298,0.8972,under
bus_fuse-xfmr-000299,0.9493,under
bus_xfmr-000299,0.9498,under
bus_fuse-xfmr-000300,0.9492,under
bus_xfmr-000300,0.9492,under
bus_fuse-xfmr-000301,0.9492,under
bus_xfmr-000301,0.9492,under
bus_fuse-xfmr-000302,0.8972,under
bus_xfmr-000302,0.8972,under
bus_fuse-xfmr-000303,0.7461,under
bus_xfmr-000303,0.7461,under
bus_fuse-xfmr-000304,0.7461,under
bus_xfmr-000304,0.7461,under
bus_fuse-xfmr-000305,0.7461,under
bus_xfmr-000305,0.7457,under
bus_fuse-xfmr-000306,0.9492,under
bus_xfmr-000306,0.9491,under
bus_fuse-xfmr-000307,0.9491,under
bus_xfmr-000307,0.9489,under
bus_fuse-xfmr-000308,0.7461,under
bus_xfmr-000308,0.7461,under
bus_fuse-xfmr-000309,0.7461,under
bus_xfmr-000309,0.7461,under
bus_fuse-xfmr-000310,0.8972,under
bus_xfmr-000310,0.8972,under
bus_fuse-xfmr-000311,0.8974,under
bus_xfmr-000311,0.8984,under
bus_fuse-xfmr-000312,0.7461,under
bus_xfmr-000312,0.7461,under
bus_fuse-xfmr-000313,0.7462,under
bus_xfmr-000313,0.7463,under
bus_fuse-xfmr-000314,0.8972,under
bus_xfmr-000314,0.8972,under
bus_fuse-xfmr-000315,0.7461,under
bus_xfmr-000315,0.7459,under
bus_jct-fdr-0001-008,0.948,under
bus_fuse-xfmr-000316,0.8953,under
bus_xfmr-000316,0.8953,under
bus_fuse-xfmr-000317,0.948,under
bus_xfmr-000317,0.948,under
bus_fuse-xfmr-000318,0.7424,under
bus_xfmr-000318,0.7424,under
bus_fuse-xfmr-000319,0.8953,under
bus_xfmr-000319,0.8953,under
bus_fuse-xfmr-000320,0.7424,under
bus_xfmr-000320,0.7423,under
bus_fuse-xfmr-000321,0.7424,under
bus_xfmr-000321,0.7424,under
bus_fuse-xfmr-000322,0.7424,under
bus_xfmr-000322,0.7423,under
bus_fuse-xfmr-000323,0.7424,under
bus_xfmr-000323,0.7425,under
bus_fuse-xfmr-000324,0.8953,under
bus_xfmr-000324,0.8952,under
bus_fuse-xfmr-000325,0.948,under
bus_xfmr-000325,0.9479,under
bus_fuse-xfmr-000326,0.8953,under
bus_xfmr-000326,0.8953,under
bus_fuse-xfmr-000327,0.7424,under
bus_xfmr-000327,0.7422,under
bus_fuse-xfmr-000328,0.7424,under
bus_xfmr-000328,0.7423,under
bus_fuse-xfmr-000329,0.8953,under
bus_xfmr-000329,0.8953,under
bus_fuse-xfmr-000330,0.7423,under
bus_xfmr-000330,0.7422,under
bus_fuse-xfmr-000331,0.7428,under
bus_xfmr-000331,0.7449,under
bus_fuse-xfmr-000332,0.8953,under
bus_xfmr-000332,0.8952,under
bus_fuse-xfmr-000333,0.8953,under
bus_xfmr-000333,0.8952,under
bus_fuse-xfmr-000334,0.948,under
bus_xfmr-000334,0.948,under
bus_fuse-xfmr-000335,0.7424,under
bus_xfmr-000335,0.7425,under
bus_fuse-xfmr-000336,0.7423,under
bus_xfmr-000336,0.7418,under
bus_fuse-xfmr-000337,0.8953,under
bus_xfmr-000337,0.8954,under
bus_fuse-xfmr-000338,0.8953,under
bus_xfmr-000338,0.8953,under
bus_fuse-xfmr-000339,0.8953,under
bus_xfmr-000339,0.8952,under
bus_fuse-xfmr-000340,0.7424,under
bus_xfmr-000340,0.7422,under
bus_fuse-xfmr-000341,0.7424,under
bus_xfmr-000341,0.7426,under
bus_fuse-xfmr-000342,0.8953,under
bus_xfmr-000342,0.8953,under
bus_fuse-xfmr-000343,0.8953,under
bus_xfmr-000343,0.8952,under
bus_fuse-xfmr-000344,0.8953,under
bus_xfmr-000344,0.8953,under
bus_fuse-xfmr-000345,0.7424,under
bus_xfmr-000345,0.7423,under
bus_fuse-xfmr-000346,0.8953,under
bus_xfmr-000346,0.8953,under
bus_fuse-xfmr-000347,0.7422,under
bus_xfmr-000347,0.7415,under
bus_fuse-xfmr-000348,0.7423,under
bus_xfmr-000348,0.7418,under
bus_fuse-xfmr-000349,0.7424,under
bus_xfmr-000349,0.7425,under
bus_fuse-xfmr-000350,0.7424,under
bus_xfmr-000350,0.7424,under
bus_fuse-xfmr-000351,0.7424,under
bus_xfmr-000351,0.7423,under
bus_fuse-xfmr-000352,0.7423,under
bus_xfmr-000352,0.7422,under
bus_fuse-xfmr-000353,0.7423,under
bus_xfmr-000353,0.742,under
bus_fuse-xfmr-000354,0.8953,under
bus_xfmr-000354,0.8953,under
bus_fuse-xfmr-000355,0.948,under
bus_xfmr-000355,0.9479,under
bus_fuse-xfmr-000356,0.7424,under
bus_xfmr-000356,0.7422,under
bus_fuse-xfmr-000357,0.948,under
bus_xfmr-000357,0.948,under
bus_fuse-xfmr-000358,0.8953,under
bus_xfmr-000358,0.8953,under
bus_fuse-xfmr-000359,0.7422,under
bus_xfmr-000359,0.7411,under
bus_fuse-xfmr-000360,0.8953,under
bus_xfmr-000360,0.8952,under
bus_jct-fdr-0001-009,0.9479,under
bus_fuse-xfmr-000361,0.8951,under
bus_xfmr-000361,0.8951,under
bus_fuse-xfmr-000362,0.8951,under
bus_xfmr-000362,0.8951,under
bus_fuse-xfmr-000363,0.8951,under
bus_xfmr-000363,0.8951,under
bus_fuse-xfmr-000364,0.8951,under
bus_xfmr-000364,0.8951,under
bus_fdr-0001-tail,0.9479,under
bus_fuse-xfmr-000365,0.8364,under
bus_xfmr-000365,0.8364,under
bus_fuse-xfmr-000367,0.9417,under
bus_xfmr-000367,0.9417,under
bus_fuse-xfmr-000370,0.8364,under
bus_xfmr-000370,0.8364,under
bus_fuse-xfmr-000371,0.9416,under
bus_xfmr-000371,0.9416,under
bus_fuse-xfmr-000373,0.8364,under
bus_xfmr-000373,0.8364,under
bus_fuse-xfmr-000374,0.9417,under
bus_xfmr-000374,0.9416,under
bus_fuse-xfmr-000375,0.8363,under
bus_xfmr-000375,0.8361,under
bus_fuse-xfmr-000376,0.9417,under
bus_xfmr-000376,0.9416,under
bus_fuse-xfmr-000377,0.8363,under
bus_xfmr-000377,0.8362,under
bus_fuse-xfmr-000378,0.8363,under
bus_xfmr-000378,0.8363,under
bus_fuse-xfmr-000379,0.9417,under
bus_xfmr-000379,0.9416,under
bus_fuse-xfmr-000380,0.8364,under
bus_xfmr-000380,0.8364,under
bus_fuse-xfmr-000381,0.9416,under
bus_xfmr-000381,0.9413,under
bus_fuse-xfmr-000382,0.9417,under
bus_xfmr-000382,0.9416,under
bus_fuse-xfmr-000383,0.9417,under
bus_xfmr-000383,0.9416,under
bus_fuse-xfmr-000384,0.8126,under
bus_xfmr-000384,0.8126,under
bus_fuse-xfmr-000385,0.9297,under
bus_xfmr-000385,0.9297,under
bus_fuse-xfmr-000386,0.9297,under
bus_xfmr-000386,0.9297,under
bus_fuse-xfmr-000387,0.8126,under
bus_xfmr-000387,0.8125,under
bus_fuse-xfmr-000388,0.8127,under
bus_xfmr-000388,0.8137,under
bus_fuse-xfmr-000389,0.9297,under
bus_xfmr-000389,0.9297,under
bus_fuse-xfmr-000390,0.8125,under
bus_xfmr-000390,0.812,under
bus_fuse-xfmr-000392,0.9297,under
bus_xfmr-000392,0.9298,under
bus_fuse-xfmr-000393,0.8126,under
bus_xfmr-000393,0.8128,under
bus_fuse-xfmr-000394,0.8126,under
bus_xfmr-000394,0.8125,under
bus_fuse-xfmr-000395,0.8126,under
bus_xfmr-000395,0.8126,under
bus_fuse-xfmr-000396,0.8124,under
bus_xfmr-000396,0.8117,under
bus_fuse-xfmr-000397,0.8126,under
bus_xfmr-000397,0.8126,under
bus_fuse-xfmr-000398,0.8124,under
bus_xfmr-000398,0.8117,under
bus_fuse-xfmr-000399,0.8124,under
bus_xfmr-000399,0.8114,under
bus_fuse-xfmr-000400,0.8124,under
